"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_nonprofit.org","FirstLinkDate_alsnonprofit.org","LastLinkDate_nonprofit.org"
419,"vengopronto.tv",193,-1,1,1,1214,19672,5220,31/03/2012 00:00,08/08/2013 00:00,"97.74.215.186","97.74.215.0","US","tv",11,2,1,18/07/2012 00:00,18/07/2012 00:00
420,"armchairassociation.com",1137,-1,1,1,86508,325176,129364,08/02/2008 00:00,10/08/2013 00:00,"184.168.178.1","184.168.178.0","US","com",20,13,1,27/07/2012 00:00,27/07/2012 00:00
421,"cocobuy.com.tw",507,-1,1,1,59437,77603,35666,20/06/2008 00:00,18/07/2013 00:00,"219.87.66.2","219.87.66.0","TW","tw",12,0,1,20/03/2011 00:00,20/03/2011 00:00
422,"morgan-club.com.ua",3364,-1,1,1,396126,27317,17202,10/04/2011 00:00,10/08/2013 00:00,"5.9.23.52","5.9.23.0","DE","ua",21,18,1,04/01/2012 00:00,04/01/2012 00:00
423,"aqardaily.com",678,-1,1,1,4102,461554,162498,08/06/2010 00:00,10/08/2013 00:00,"64.74.223.43","64.74.223.0","US","com",15,1,1,11/03/2013 00:00,11/03/2013 00:00
424,"fuzzfilter.co.uk",0,-1,1,1,0,125970,125970,08/02/2008 00:00,16/02/2009 00:00,"201.212.0.94","201.212.0.0","AR","uk",0,0,1,09/02/2009 00:00,09/02/2009 00:00
425,"pinaambrosio.com.ar",292,-1,1,1,70094,51195,12576,02/12/2010 00:00,08/08/2013 00:00,"190.228.29.85","190.228.29.0","AR","ar",24,3,1,18/04/2012 00:00,18/04/2012 00:00
426,"randomcube.co.uk",57,-1,1,1,139564,1196499,1196499,23/01/2008 00:00,30/04/2013 00:00,"66.96.147.162","66.96.147.0","US","uk",6,0,1,20/08/2009 00:00,20/08/2009 00:00
427,"annointedthreads.com",20,-1,1,1,2285,54,54,05/06/2013 00:00,10/08/2013 00:00,"184.168.221.27","184.168.221.0","US","com",6,1,1,02/01/2011 00:00,02/01/2011 00:00
428,"amigo-chat.com",22195,-1,1,1,839227,843495,257989,09/01/2008 00:00,28/07/2013 00:00,"202.61.25.180","202.61.25.0","JP","com",31,18,1,01/08/2012 00:00,01/08/2012 00:00
429,"amateur-swingers-posts.com",24398,-1,1,1,619788,222646,117040,13/01/2008 00:00,10/08/2013 00:00,"75.125.107.130","75.125.107.0","US","com",37,7,1,27/07/2012 00:00,27/07/2012 00:00
430,"cityofsparks.us",2344,-1,1,1,544722,211612,103600,13/01/2008 00:00,10/08/2013 00:00,"198.61.212.54","198.61.212.0","US","us",36,35,1,06/06/2012 00:00,06/06/2012 00:00
431,"obitz.us",1904,-1,1,1,40507,369202,81974,13/01/2008 00:00,10/08/2013 00:00,"208.109.78.138","208.109.78.0","US","us",18,16,1,22/09/2012 00:00,26/11/2012 00:00
432,"rezoom.us",2,-1,1,1,2,5443,4909,25/12/2008 00:00,22/06/2009 00:00,"67.215.66.132","67.215.66.0","US","us",0,0,1,07/02/2009 00:00,07/02/2009 00:00
433,"althiriany.com",1928,-1,1,1,13493,76418,25577,06/11/2012 00:00,10/08/2013 00:00,"50.63.38.1","50.63.38.0","US","com",28,4,1,11/07/2013 00:00,11/07/2013 00:00
434,"allgrandcanyon.com",427,-1,1,1,55594,25434,15992,30/09/2008 00:00,10/08/2013 00:00,"173.204.86.91","173.204.86.0","US","com",28,15,1,28/09/2009 00:00,28/09/2009 00:00
435,"alkhansagsm.com",4953,-1,1,1,46975,1117424,225216,24/07/2008 00:00,10/08/2013 00:00,"97.74.144.174","97.74.144.0","US","com",37,11,1,15/06/2012 00:00,15/06/2012 00:00
436,"sieuthidvd.com.vn",5591,-1,1,1,46391,74589,37157,07/10/2008 00:00,01/07/2013 00:00,"203.119.8.111","203.119.8.0","VN","vn",12,3,1,18/02/2012 00:00,18/02/2012 00:00
437,"alba866.com",285,-1,1,1,3458,833393,50224,29/03/2011 00:00,10/08/2013 00:00,"64.53.181.104","64.53.181.0","US","com",16,8,1,28/05/2013 00:00,28/05/2013 00:00
438,"tamilsearch.co.uk",925,-1,1,1,964716,1467312,550937,08/12/2008 00:00,16/03/2012 00:00,"81.21.75.42","81.21.75.0","UK","uk",8,5,1,20/12/2009 00:00,20/12/2009 00:00
439,"rocknytt.se",850,-1,1,1,31147,23211,10924,06/03/2011 00:00,10/08/2013 00:00,"217.70.32.145","217.70.32.0","SE","se",18,24,1,29/04/2012 00:00,29/04/2012 00:00
440,"craftrobo.se",4940,-1,1,1,30923,141230,53242,18/02/2008 00:00,10/08/2013 00:00,"195.47.247.250","195.47.247.0","DK","se",33,4,1,23/05/2013 00:00,26/07/2013 00:00
441,"a7babcool.com",8312,-1,1,1,58906,1875559,459624,18/09/2009 00:00,10/08/2013 00:00,"144.76.13.108","144.76.13.0","DE","com",36,2,1,24/03/2012 00:00,24/03/2012 00:00
442,"planetthoughts.org",1751,-1,1,1,95831,37051,20671,27/01/2008 00:00,10/08/2013 00:00,"184.175.123.14","184.175.123.0","US","org",21,29,1,30/03/2012 00:00,30/03/2012 00:00
443,"portofnewcastle.org",241,-1,1,1,563,10210,2968,16/01/2011 00:00,04/08/2013 00:00,"65.254.250.101","65.254.250.0","US","org",15,1,1,09/01/2012 00:00,09/01/2012 00:00
444,"projectninemile.org",358,-1,1,1,9940,408910,53551,08/10/2008 00:00,04/08/2013 00:00,"67.205.63.251","67.205.63.0","US","org",7,6,1,15/04/2011 00:00,28/05/2011 00:00
445,"danskdesigngroup.com",975,-1,1,1,41792,2455,1864,28/05/2010 00:00,10/08/2013 00:00,"64.40.114.105","64.40.114.0","CA","com",16,8,1,06/08/2010 00:00,02/01/2011 00:00
446,"rookiecoach.org",104,-1,1,1,1945,68179,27054,07/10/2008 00:00,10/08/2013 00:00,"199.204.248.104","199.204.248.0","US","org",14,3,1,27/02/2013 00:00,27/02/2013 00:00
447,"dailybust.com",853,-1,1,1,15063,1140200,147068,03/10/2010 00:00,01/08/2013 00:00,"174.36.138.30","174.36.138.0","US","com",12,1,1,18/07/2011 00:00,18/07/2011 00:00
448,"splattered.net",317,-1,1,1,2931,2642878,168919,12/07/2008 00:00,27/01/2013 00:00,"82.98.86.176","82.98.86.0","DE","net",8,3,1,21/05/2009 00:00,21/05/2009 00:00
449,"commonmediainc.com",338,-1,1,1,578173,101661,64610,22/03/2008 00:00,10/08/2013 00:00,"72.249.20.76","72.249.20.0","US","com",30,37,1,29/07/2013 00:00,29/07/2013 00:00
450,"click2britain.com",2874,-1,1,1,1264243,2483541,759018,16/01/2008 00:00,27/05/2013 00:00,"81.21.75.42","81.21.75.0","UK","com",15,19,1,06/01/2010 00:00,06/01/2010 00:00
451,"carrickmineswoods.com",14,-1,1,1,14,168544,168543,13/10/2009 00:00,26/07/2013 00:00,"82.98.86.165","82.98.86.0","DE","com",0,0,1,03/11/2010 00:00,03/11/2010 00:00
452,"buyvideogamesonline4cheap.com",297,-1,1,1,4969,123130,81760,23/12/2009 00:00,10/08/2013 00:00,"50.21.182.75","50.21.182.0","US","com",15,1,1,27/08/2012 00:00,27/08/2012 00:00
453,"buyfrombloggers.com",44,-1,1,1,21344,384,162,04/10/2008 00:00,21/07/2011 00:00,"208.73.210.29","208.73.210.0","US","com",6,3,1,20/04/2009 00:00,20/04/2009 00:00
454,"zuzel.org",913,-1,1,1,305868,431038,79824,10/09/2009 00:00,10/08/2013 00:00,"69.163.226.8","69.163.226.0","US","org",24,18,1,16/04/2011 00:00,28/05/2011 00:00
455,"buscatube.com.pe",0,-1,1,1,0,82455,82455,27/01/2008 00:00,22/03/2009 00:00,"67.215.77.132","67.215.77.0","US","pe",0,0,1,23/01/2009 00:00,23/01/2009 00:00
456,"brokerforexusa.com",0,-1,1,1,0,326310,326310,12/06/2008 00:00,12/02/2010 00:00,"208.73.211.171","208.73.211.0","US","com",0,0,1,21/04/2009 00:00,21/04/2009 00:00
457,"almavista.ru",12122,-1,1,1,165916,68017,31085,30/10/2008 00:00,10/08/2013 00:00,"78.108.80.67","78.108.80.0","RU","ru",29,5,1,04/07/2012 00:00,04/07/2012 00:00
458,"britainkingdom.com",6,-1,1,1,15,1037357,1037356,31/03/2008 00:00,09/06/2013 00:00,"69.43.161.167","69.43.161.0","US","com",0,0,1,21/02/2009 00:00,21/02/2009 00:00
459,"bridal-buy.com",2624,-1,1,1,253499,221225,125030,21/06/2012 00:00,10/08/2013 00:00,"66.220.4.87","66.220.4.0","US","com",39,28,1,11/03/2013 00:00,13/03/2013 00:00
460,"epilepsyhelp.ru",1239,-1,1,1,5933,36126,14895,02/06/2008 00:00,10/08/2013 00:00,"77.221.155.154","77.221.155.0","RU","ru",27,3,1,30/12/2012 00:00,27/07/2013 00:00
461,"fytbolki.ru",3926,-1,1,1,310864,114166,50675,03/06/2008 00:00,10/08/2013 00:00,"37.140.192.50","37.140.192.0","RU","ru",37,20,1,19/03/2012 00:00,19/03/2012 00:00
462,"gamerelax.ru",2784,-1,1,1,60175,174323,52506,14/02/2009 00:00,09/10/2012 00:00,"67.228.45.68","67.228.45.0","US","ru",10,8,1,26/07/2012 00:00,26/07/2012 00:00
463,"bouldercityreview.com",792,-1,1,1,21964,19820,14072,28/04/2010 00:00,10/08/2013 00:00,"12.9.217.39","12.9.217.0","US","com",24,36,1,31/05/2012 00:00,25/05/2013 00:00
464,"nikol.net.ru",9336,-1,1,1,103125,200981,59793,04/11/2008 00:00,01/08/2013 00:00,"80.93.49.30","80.93.49.0","RU","ru",27,5,1,29/08/2012 00:00,25/05/2013 00:00
465,"prostie-recepti.ru",1135,-1,1,1,34212,53276,11518,30/12/2009 00:00,10/08/2013 00:00,"178.236.176.72","178.236.176.0","NL","ru",18,6,1,22/03/2012 00:00,22/03/2012 00:00
466,"telecomtrading.ru",3567,-1,1,1,20433,194326,122950,21/02/2010 00:00,10/08/2013 00:00,"77.222.40.21","77.222.40.0","RU","ru",38,4,1,11/06/2012 00:00,11/06/2012 00:00
467,"dunkelberg.com",771,-1,1,1,393725,368405,11124,11/02/2008 00:00,09/08/2013 00:00,"69.163.164.45","69.163.164.0","US","com",14,7,1,31/05/2011 00:00,31/05/2011 00:00
468,"spbfree.net",498,-1,1,1,62250,1224270,352162,30/01/2008 00:00,10/08/2013 00:00,"84.204.225.3","84.204.225.0","RU","net",27,8,1,01/08/2012 00:00,01/08/2012 00:00
469,"weightlossdallasweightloss.com",663,-1,1,1,13653,17566,13070,13/10/2009 00:00,27/05/2013 00:00,"149.47.132.220","149.47.132.0","US","com",13,3,1,27/06/2012 00:00,27/06/2012 00:00
470,"jusrun.com",26,-1,1,1,120,29,26,02/06/2013 00:00,15/07/2013 00:00,"184.168.221.55","184.168.221.0","US","com",13,6,1,30/06/2013 00:00,30/06/2013 00:00
471,"smsmty.com",512,-1,1,1,2823,357161,77977,13/01/2010 00:00,10/08/2013 00:00,"74.208.150.201","74.208.150.0","US","com",17,2,1,17/05/2012 00:00,17/05/2012 00:00
472,"myslee.de",25107,-1,1,1,866920,1466200,235894,03/02/2008 00:00,10/08/2013 00:00,"178.63.29.60","178.63.29.0","DE","de",47,15,1,06/02/2013 00:00,06/02/2013 00:00
473,"smile-med.com",4161,-1,1,1,41538,78398,18357,10/05/2010 00:00,10/08/2013 00:00,"184.168.152.45","184.168.152.0","US","com",24,4,1,14/06/2012 00:00,14/06/2012 00:00
474,"slolari.com",2084,-1,1,1,41448,25025,9755,08/03/2008 00:00,10/08/2013 00:00,"68.178.211.35","68.178.211.0","US","com",23,2,1,26/07/2012 00:00,26/07/2012 00:00
475,"webhide.de",294,-1,1,1,5084,4106630,365143,29/01/2008 00:00,15/11/2009 00:00,"62.116.181.25","62.116.181.0","DE","de",7,7,1,13/03/2009 00:00,13/03/2009 00:00
476,"sitesforums.com",263,-1,1,1,998,776434,69690,01/10/2009 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",11,0,1,04/11/2010 00:00,04/11/2010 00:00
477,"puglund-putandtake.dk",520,-1,1,1,104967,3174,1893,20/05/2010 00:00,09/08/2013 00:00,"212.97.132.145","212.97.132.0","DK","dk",19,2,1,23/06/2010 00:00,02/07/2010 00:00
478,"buscatube.es",5,-1,1,1,5,154165,154164,28/01/2008 00:00,21/01/2013 00:00,"82.98.86.165","82.98.86.0","DE","es",0,0,1,03/12/2008 00:00,03/12/2008 00:00
479,"c2l.eu",31178,-1,1,1,1571076,1086222,283975,23/07/2009 00:00,10/08/2013 00:00,"188.121.55.128","188.121.55.0","NL","eu",57,15,1,03/07/2012 00:00,03/07/2012 00:00
480,"gasta.eu",307,-1,1,1,617030,1492725,1492725,21/01/2008 00:00,07/08/2013 00:00,"91.210.235.70","91.210.235.0","IE","eu",0,0,1,06/11/2010 00:00,06/11/2010 00:00
481,"shatterproofstudios.com",99,-1,1,1,368,227756,176496,11/07/2008 00:00,16/01/2010 00:00,"64.95.64.218","64.95.64.0","US","com",6,3,1,19/10/2009 00:00,19/10/2009 00:00
482,"shareideaonline.com",1083,-1,1,1,38661,11501433,230654,11/07/2010 00:00,18/07/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",6,0,1,14/09/2010 00:00,14/09/2010 00:00
483,"weiborn.eu",503,-1,1,1,122089,3476,1721,20/05/2010 00:00,07/11/2011 00:00,"178.63.169.40","178.63.169.0","DE","eu",9,3,1,01/06/2010 00:00,01/06/2010 00:00
484,"sendmerss.com",1774,-1,1,1,782131,331669,244089,09/01/2008 00:00,10/08/2013 00:00,"50.63.202.36","50.63.202.0","US","com",35,19,1,08/05/2008 00:00,26/06/2008 00:00
485,"webmii.fr",27,-1,1,1,40253,625389,625388,12/11/2009 00:00,10/08/2013 00:00,"195.95.224.130","195.95.224.0","FR","fr",0,0,1,11/10/2011 00:00,22/11/2011 00:00
486,"searchenginecanada.com",3,-1,1,1,5,807260,807260,16/09/2008 00:00,14/02/2013 00:00,"50.63.202.90","50.63.202.0","US","com",0,0,1,04/02/2009 00:00,04/02/2009 00:00
487,"ruglish.com",4812,-1,1,1,31905,19690,9973,30/03/2008 00:00,10/08/2013 00:00,"72.18.139.34","72.18.139.0","US","com",17,3,1,15/01/2012 00:00,15/01/2012 00:00
488,"all-of-all.info",106,-1,1,1,137301,1293779,285470,13/01/2008 00:00,30/01/2012 00:00,"74.54.82.209","74.54.82.0","US","info",4,6,1,11/03/2010 00:00,11/03/2010 00:00
489,"alternativehealingvideos.info",2,-1,1,1,6,272845,272844,31/07/2010 00:00,31/07/2013 00:00,"96.125.162.232","96.125.162.0","US","info",0,0,1,29/09/2012 00:00,29/09/2012 00:00
490,"annarborblog.info",81,-1,1,1,1267,339,115,27/06/2009 00:00,13/01/2011 00:00,"74.125.43.121","74.125.43.0","US","info",7,3,1,15/08/2009 00:00,05/06/2011 00:00
491,"roseredmystery.com",172,-1,1,1,714,524,464,06/07/2009 00:00,07/01/2012 00:00,"208.73.210.209","208.73.210.0","US","com",7,6,1,06/11/2009 00:00,28/06/2011 00:00
492,"forosdeamor.info",5737,-1,1,1,68782,209542,76726,05/04/2008 00:00,10/08/2013 00:00,"209.141.53.69","209.141.53.0","US","info",13,5,1,07/01/2012 00:00,07/01/2012 00:00
493,"rollonvideo.com",615,-1,1,1,15950,1713021,120350,09/01/2008 00:00,30/01/2013 00:00,"199.59.243.107","199.59.243.0","US","com",11,7,1,20/10/2008 00:00,20/10/2008 00:00
494,"heritagedental.info",36,-1,1,1,801,257,213,28/04/2011 00:00,10/08/2013 00:00,"74.220.219.132","74.220.219.0","US","info",11,2,1,01/08/2013 00:00,01/08/2013 00:00
495,"recherchepuissante.com",786,-1,1,1,44426,11244314,314497,19/01/2008 00:00,30/07/2013 00:00,"23.23.210.22","23.23.210.0","US","com",15,6,1,29/01/2009 00:00,29/01/2009 00:00
496,"snhca.com",160,-1,1,1,395,182,89,08/02/2008 00:00,10/08/2013 00:00,"50.63.182.67","50.63.182.0","US","com",16,18,1,04/10/2012 00:00,30/06/2013 00:00
497,"propertycolchester.com",327,-1,1,1,1502,962911,406438,21/08/2009 00:00,16/12/2012 00:00,"82.98.86.172","82.98.86.0","DE","com",5,0,1,19/03/2010 00:00,19/03/2010 00:00
498,"findestars.de",675,-1,1,1,61898,2805023,443278,16/09/2008 00:00,26/06/2010 00:00,"82.98.86.179","82.98.86.0","DE","de",9,12,1,15/02/2009 00:00,15/02/2009 00:00
499,"bingg.biz",193,-1,1,1,228649,356225,22334,30/10/2009 00:00,21/01/2013 00:00,"184.168.221.88","184.168.221.0","US","biz",7,1,1,27/07/2010 00:00,27/07/2010 00:00
500,"vooria.com",1861,-1,1,1,89752,97316,39730,06/02/2008 00:00,10/08/2013 00:00,"85.25.246.181","85.25.246.0","DE","com",12,7,1,02/08/2010 00:00,02/08/2010 00:00
501,"vestainspections.com",153,-1,1,1,682,859,581,23/01/2008 00:00,30/07/2013 00:00,"50.116.99.156","50.116.99.0","US","com",16,9,1,01/03/2012 00:00,01/03/2012 00:00
502,"whatifiam.com",569,-1,1,1,15566,222371,61766,28/01/2010 00:00,10/08/2013 00:00,"110.4.45.111","110.4.45.0","MY","com",19,9,1,15/01/2012 00:00,15/01/2012 00:00
503,"venturesage.com",1,-1,1,1,9,174675,174675,30/07/2008 00:00,08/02/2013 00:00,"78.31.106.80","78.31.106.0","UK","com",0,0,1,16/06/2009 00:00,16/06/2009 00:00
504,"valdemor.com",15528,-1,1,1,318168,195213,88222,11/02/2008 00:00,10/08/2013 00:00,"80.93.62.125","80.93.62.0","RU","com",34,5,1,16/07/2013 00:00,16/07/2013 00:00
505,"wikiwak.com",5541,-1,1,1,331361,7281183,603947,10/11/2009 00:00,09/08/2013 00:00,"65.19.154.165","65.19.154.0","US","com",25,13,1,07/10/2010 00:00,07/10/2010 00:00
506,"wmiwebhosting.com",2,-1,1,1,5,117225,117225,19/08/2008 00:00,01/05/2011 00:00,"208.73.210.29","208.73.210.0","US","com",0,0,1,23/01/2009 00:00,23/01/2009 00:00
507,"wolfsecurityguard.com",14840,-1,1,1,162477,62922,25882,10/10/2008 00:00,10/08/2013 00:00,"69.50.215.238","69.50.215.0","US","com",32,9,1,26/07/2012 00:00,22/12/2012 00:00
508,"tuninghell.com",5173,-1,1,1,47131,418394,100703,09/07/2010 00:00,10/08/2013 00:00,"176.9.23.121","176.9.23.0","DE","com",43,6,1,22/06/2013 00:00,22/06/2013 00:00
509,"travel2vietnam.com",2,-1,1,1,18,131583,131583,19/01/2008 00:00,06/01/2010 00:00,"75.126.163.240","75.126.163.0","US","com",0,0,1,24/12/2008 00:00,24/12/2008 00:00
510,"vtk.be",25808,-1,1,1,310088,339706,182215,27/01/2008 00:00,08/08/2013 00:00,"193.190.253.102","193.190.253.0","BE","be",26,21,1,06/03/2012 00:00,06/03/2012 00:00
511,"agronomoandaluz.com",2155,-1,1,1,12282,26800,8143,20/02/2008 00:00,09/08/2013 00:00,"188.165.222.222","188.165.222.0","FR","com",18,6,1,27/02/2012 00:00,19/03/2012 00:00
512,"worthlessforums.com",14596,-1,1,1,241815,1236289,321023,12/01/2008 00:00,10/08/2013 00:00,"174.136.24.115","174.136.24.0","US","com",27,5,1,16/01/2012 00:00,16/01/2012 00:00
513,"yeketilawan.com",119,-1,1,1,3294,63347,20843,07/04/2011 00:00,10/08/2013 00:00,"46.30.211.53","46.30.211.0","DK","com",12,11,1,16/06/2012 00:00,16/06/2012 00:00
514,"yourcameraspot.com",5,-1,1,1,18,1426891,1426891,31/05/2008 00:00,08/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",0,0,1,26/05/2010 00:00,26/05/2010 00:00
515,"yoursearchpro.com",2,-1,1,1,4,686343,686342,20/01/2008 00:00,19/12/2009 00:00,"67.215.66.132","67.215.66.0","US","com",0,0,1,29/01/2009 00:00,29/01/2009 00:00
516,"thekidscostumes.com",264,-1,1,1,18592,14916,4691,23/06/2010 00:00,01/07/2011 00:00,"97.74.186.50","97.74.186.0","US","com",9,7,1,20/03/2011 00:00,20/03/2011 00:00
517,"youthgolfclubsonline.com",71,-1,1,1,429,6327,1507,04/04/2011 00:00,16/07/2013 00:00,"184.173.234.155","184.173.234.0","US","com",16,0,1,27/08/2012 00:00,19/10/2012 00:00
518,"yzoosearch.com",3518,-1,1,1,386082,2881711,307292,02/05/2008 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",16,6,1,17/04/2009 00:00,17/04/2009 00:00
519,"z7z7z.com",3741,-1,1,1,54223,2480389,735757,31/05/2008 00:00,10/08/2013 00:00,"173.236.69.91","173.236.69.0","US","com",25,5,1,30/06/2012 00:00,25/05/2013 00:00
520,"zoominforecruiting.com",1,-1,1,1,1,812388,812388,27/07/2008 00:00,06/02/2013 00:00,"207.106.190.10","207.106.190.0","US","com",0,0,1,28/11/2009 00:00,28/11/2009 00:00
521,"tennisfamilies.com",7,-1,1,1,12,626,277,29/11/2010 00:00,10/08/2013 00:00,"216.227.214.143","216.227.214.0","US","com",9,0,1,19/03/2013 00:00,09/07/2013 00:00
522,"surchur.com",14803,-1,1,1,569659,9964772,1020358,18/09/2008 00:00,10/08/2013 00:00,"208.82.99.240","208.82.99.0","US","com",23,27,1,14/06/2009 00:00,14/06/2009 00:00
523,"starrisecommunity.com",9360,-1,1,1,97171,49545,16882,25/01/2010 00:00,28/07/2013 00:00,"98.124.199.1","98.124.199.0","US","com",23,4,1,20/03/2012 00:00,20/03/2012 00:00
524,"sportsabilities.com",127,-1,1,1,193917,2738,2649,13/01/2012 00:00,10/08/2013 00:00,"67.20.76.107","67.20.76.0","US","com",36,12,1,04/07/2013 00:00,04/07/2013 00:00
525,"soifind.com",54,-1,1,1,5841,1266506,1266506,23/11/2008 00:00,03/06/2013 00:00,"74.3.235.18","74.3.235.0","US","com",0,0,1,26/06/2012 00:00,26/06/2012 00:00
526,"openseoproject.info",9,-1,1,1,14,1509832,1509832,22/01/2008 00:00,25/07/2013 00:00,"82.98.86.168","82.98.86.0","DE","info",0,0,1,31/10/2010 00:00,31/10/2010 00:00
527,"propertycambridge.com",25,-1,1,1,5727,849268,849268,20/12/2008 00:00,28/12/2012 00:00,"64.95.64.218","64.95.64.0","US","com",0,0,1,30/10/2010 00:00,30/10/2010 00:00
528,"potter-mania.com",2331,-1,1,1,651890,829150,317376,09/01/2008 00:00,10/08/2013 00:00,"87.239.158.52","87.239.158.0","BG","com",32,15,1,29/04/2012 00:00,29/04/2012 00:00
529,"nancysquiltshop.com",520,-1,1,1,7701,477,163,20/07/2008 00:00,21/07/2013 00:00,"67.215.66.132","67.215.66.0","US","com",11,17,1,19/04/2011 00:00,15/10/2011 00:00
530,"mysearchkeywords.com",682,-1,1,1,343314,686576,54864,08/01/2010 00:00,04/08/2013 00:00,"82.98.86.173","82.98.86.0","DE","com",12,1,1,07/03/2010 00:00,07/03/2010 00:00
531,"muleburra.com",991,-1,1,1,82914,12426,3799,14/01/2008 00:00,19/10/2012 00:00,"72.44.93.124","72.44.93.0","US","com",15,8,1,02/05/2012 00:00,02/05/2012 00:00
532,"filecourse.net",1091,-1,1,1,194105,388609,294565,25/01/2008 00:00,10/08/2013 00:00,"205.252.49.236","205.252.49.0","US","net",17,7,1,07/12/2009 00:00,07/12/2009 00:00
533,"bakeryrecipes.co.cc",1,-1,1,1,1,183978,183977,11/08/2009 00:00,28/01/2013 00:00,"112.175.243.23","112.175.243.0","KR","cc",0,0,1,03/11/2009 00:00,03/11/2009 00:00
534,"mooringsworld.com",0,-1,1,1,0,182625,182625,08/07/2008 00:00,19/08/2009 00:00,"","","","com",0,0,1,20/06/2009 00:00,20/06/2009 00:00
535,"icredits.net",6,-1,1,1,12,1020826,1020826,13/04/2008 00:00,10/08/2013 00:00,"174.37.183.99","174.37.183.0","US","net",0,0,1,05/03/2009 00:00,05/03/2009 00:00
536,"i-put-you.cc",354,-1,1,1,4918,4602,3445,06/11/2011 00:00,10/08/2013 00:00,"80.67.28.225","80.67.28.0","DE","cc",19,6,1,10/06/2012 00:00,10/06/2012 00:00
537,"michaelhoover.com",776,-1,1,1,164693,390665,37033,16/01/2008 00:00,10/08/2013 00:00,"69.163.206.212","69.163.206.0","US","com",20,18,1,18/04/2011 00:00,31/05/2011 00:00
538,"kuote.net",0,-1,1,1,0,431293,431292,03/12/2008 00:00,22/11/2009 00:00,"210.253.127.9","210.253.127.0","JP","net",0,0,1,22/05/2009 00:00,22/05/2009 00:00
539,"linktimer.net",502,-1,1,1,7086,15135,13553,10/09/2010 00:00,07/08/2013 00:00,"64.120.238.150","64.120.238.0","US","net",8,0,1,27/01/2011 00:00,03/02/2011 00:00
540,"lovely-world.net",1191,-1,1,1,604500,66475,34515,15/01/2011 00:00,10/08/2013 00:00,"78.46.66.49","78.46.66.0","DE","net",25,6,1,28/02/2013 00:00,28/02/2013 00:00
541,"medicalmarijuanalouisiana.net",46,-1,1,1,246,4614,4246,28/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",15,0,1,11/04/2013 00:00,08/08/2013 00:00
542,"matickos.com",682,-1,1,1,5175,31527,12667,17/01/2008 00:00,10/08/2013 00:00,"69.89.22.108","69.89.22.0","US","com",21,8,1,30/07/2012 00:00,25/05/2013 00:00
543,"medicalmarijuanamissouri.net",351,-1,1,1,4751,4558,3804,17/12/2010 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",25,4,1,18/04/2013 00:00,23/07/2013 00:00
544,"medicalmarijuanatexas.net",72,-1,1,1,508,4443,3930,24/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",16,2,1,18/04/2013 00:00,22/07/2013 00:00
545,"markuweb.com",175,-1,1,1,629,99327,70414,20/02/2013 00:00,30/05/2013 00:00,"198.154.211.220","198.154.211.0","US","com",4,9,1,25/03/2013 00:00,02/05/2013 00:00
546,"mobilebrowsing.net",3,-1,1,1,3,883772,883772,30/01/2008 00:00,30/01/2013 00:00,"69.43.161.167","69.43.161.0","US","net",0,0,1,15/02/2009 00:00,15/02/2009 00:00
547,"webbugle.com",187,-1,1,1,488,10540,10427,01/03/2012 00:00,10/08/2013 00:00,"184.168.221.59","184.168.221.0","US","com",7,1,1,09/11/2011 00:00,19/11/2011 00:00
548,"lvbrainiacs.com",3,-1,1,1,3,357,293,14/08/2010 00:00,10/08/2013 00:00,"66.147.242.189","66.147.242.0","US","com",0,0,1,27/03/2013 00:00,27/03/2013 00:00
549,"list-corp.com",3946,-1,1,1,157130,2180466,407329,11/01/2008 00:00,10/08/2013 00:00,"207.98.206.30","207.98.206.0","US","com",28,13,1,12/06/2008 00:00,16/04/2013 00:00
550,"paage.net",0,-1,1,1,0,368567,368566,06/11/2008 00:00,28/11/2009 00:00,"","","","net",0,0,1,27/05/2009 00:00,27/05/2009 00:00
551,"lindewei.com",1356,-1,1,1,10833,7074,3215,15/10/2010 00:00,10/08/2013 00:00,"97.74.215.236","97.74.215.0","US","com",28,2,1,15/06/2012 00:00,15/06/2012 00:00
552,"kr3at.com",361,-1,1,1,39719,1765084,147680,19/01/2008 00:00,10/08/2013 00:00,"50.63.202.54","50.63.202.0","US","com",9,10,1,17/10/2008 00:00,17/10/2008 00:00
553,"kanmerkezi.com",1161,-1,1,1,6106,128530,41390,27/01/2009 00:00,10/08/2013 00:00,"68.178.232.56","68.178.232.0","US","com",22,1,1,28/05/2013 00:00,06/08/2013 00:00
554,"nevada-webbusiness.com",19,-1,1,1,1108,132632,43864,20/02/2013 00:00,10/08/2013 00:00,"108.163.173.138","108.163.173.0","CA","com",12,5,1,24/04/2013 00:00,21/07/2013 00:00
