"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_sushirestaurant.com","FirstLinkDate_sushirestaurant.com","LastLinkDate_sushirestaurant.com"
263,"mtrot.com",12,534034,1,2,27,770834,770834,23/01/2008 00:00,10/02/2013 00:00,"72.52.66.26","72.52.66.0","US","com",0,0,2,21/01/2010 00:00,06/09/2012 00:00
264,"goshennews.com",22176,568410,1,2,879817,6304125,763020,19/01/2008 00:00,10/08/2013 00:00,"74.84.203.168","74.84.203.0","US","com",40,32,2,08/02/2011 00:00,08/02/2011 00:00
265,"findrex.com",4419,574351,1,2,36897,71689,43816,16/02/2008 00:00,10/08/2013 00:00,"168.144.82.185","168.144.82.0","CA","com",22,21,2,03/04/2012 00:00,08/04/2012 00:00
266,"directorytumble.com",1059,619056,1,2,119777,63637,15315,22/11/2010 00:00,10/08/2013 00:00,"74.220.199.6","74.220.199.0","US","com",13,7,2,03/09/2012 00:00,03/09/2012 00:00
267,"onlinelinksdirectory.com",973,695156,1,2,84293,108293,28570,04/09/2010 00:00,10/08/2013 00:00,"74.220.199.6","74.220.199.0","US","com",12,25,2,03/10/2012 00:00,03/10/2012 00:00
268,"gdog.com",630,713964,1,2,6890,112882,82248,13/02/2008 00:00,10/08/2013 00:00,"98.129.229.55","98.129.229.0","US","com",9,1,2,23/03/2013 00:00,23/03/2013 00:00
269,"worldwidirectory.com",1459,737048,1,2,77089,9561592,1582055,10/01/2008 00:00,07/06/2013 00:00,"66.197.157.216","66.197.157.0","US","com",12,15,2,14/03/2008 00:00,19/08/2012 00:00
270,"carthagepress.com",16016,950270,1,2,620387,9782344,926625,12/01/2008 00:00,10/08/2013 00:00,"205.139.40.72","205.139.40.0","US","com",32,32,2,05/05/2013 00:00,05/05/2013 00:00
271,"towncrossings.com",11,-1,1,2,12,817412,817411,02/02/2008 00:00,10/08/2013 00:00,"74.84.203.150","74.84.203.0","US","com",0,0,2,19/10/2010 00:00,19/10/2010 00:00
272,"travelforumz.com",1281,-1,1,2,8201,222427,160306,09/01/2008 00:00,10/08/2013 00:00,"67.227.180.69","67.227.180.0","US","com",19,15,2,20/12/2009 00:00,03/11/2012 00:00
273,"food-critics.net",26,-1,1,2,434,243,179,16/11/2011 00:00,10/08/2013 00:00,"207.228.3.219","207.228.3.0","US","net",10,0,2,05/10/2011 00:00,25/06/2013 00:00
274,"thedrae.com",173,-1,1,2,4069,48128,41344,09/01/2008 00:00,06/07/2013 00:00,"209.59.161.24","209.59.161.0","US","com",11,6,2,28/03/2008 00:00,28/04/2008 00:00
275,"pestcontroldirectory.org",429,-1,1,2,5907,166530,38256,25/01/2008 00:00,14/06/2013 00:00,"64.150.187.164","64.150.187.0","US","org",10,14,2,05/05/2012 00:00,05/05/2012 00:00
276,"topnightlife.com",208,-1,1,2,1296,26862,15762,10/01/2008 00:00,31/07/2013 00:00,"184.172.176.10","184.172.176.0","US","com",10,27,2,09/07/2008 00:00,05/09/2008 00:00
277,"lymegreen.co.uk",0,-1,1,2,0,54724,54724,11/03/2013 00:00,10/08/2013 00:00,"80.175.243.41","80.175.243.0","UK","uk",0,0,2,11/04/2013 00:00,11/04/2013 00:00
278,"morekitchenstuff.com",79,-1,1,2,1760,106977,14651,26/04/2008 00:00,15/06/2013 00:00,"64.150.187.164","64.150.187.0","US","com",5,1,2,03/04/2011 00:00,13/07/2012 00:00
279,"kebumen.info",1439,-1,1,2,600409,2377410,536263,18/05/2009 00:00,10/08/2013 00:00,"199.96.156.106","199.96.156.0","US","info",12,8,2,29/12/2009 00:00,29/12/2009 00:00
280,"searchtraveling.com",1412,-1,1,2,6833,45925,20813,09/01/2008 00:00,10/08/2013 00:00,"74.220.202.46","74.220.202.0","US","com",30,31,2,24/08/2008 00:00,08/10/2008 00:00
281,"searchthing.com",203,-1,1,2,660,1801336,422715,17/09/2009 00:00,10/08/2013 00:00,"216.35.75.124","216.35.75.0","US","com",14,13,2,20/09/2010 00:00,20/09/2010 00:00
282,"theusweddingdirectory.com",192,-1,1,2,201181,711727,237434,09/01/2008 00:00,28/01/2013 00:00,"98.129.229.150","98.129.229.0","US","com",9,9,2,26/04/2008 00:00,26/04/2008 00:00
283,"therelationshipcompany.com",7312,-1,1,2,791777,12895,7583,31/10/2009 00:00,10/08/2013 00:00,"69.167.176.179","69.167.176.0","US","com",28,18,2,20/10/2011 00:00,10/06/2013 00:00
284,"marketplace4writers.com",2,-1,1,2,44,594063,594063,02/02/2008 00:00,11/02/2013 00:00,"207.246.153.15","207.246.153.0","US","com",0,0,2,03/04/2011 00:00,03/04/2011 00:00
285,"motormexa.com",0,-1,1,2,0,50514,50513,19/09/2009 00:00,10/11/2010 00:00,"199.59.243.120","199.59.243.0","US","com",0,0,2,25/10/2010 00:00,25/10/2010 00:00
286,"blogspot.fr",321888,-1,1,2,134227692,308238119,43798435,13/08/2008 00:00,10/08/2013 00:00,"173.194.71.191","173.194.71.0","US","fr",60,45,2,02/03/2013 00:00,24/05/2013 00:00
287,"onlyinlasvegas.org",94,-1,1,2,163,801,778,17/10/2009 00:00,,"70.86.182.162","70.86.182.0","US","org",6,15,2,25/10/2011 00:00,21/04/2012 00:00
288,"metromix.com",107393,-1,1,2,51256350,13832979,2137083,09/01/2008 00:00,10/08/2013 00:00,"66.150.96.141","66.150.96.0","US","com",57,50,2,16/03/2010 00:00,16/03/2010 00:00
289,"mimiyori.com",2351,-1,1,2,36577,39119,9634,02/02/2008 00:00,10/08/2013 00:00,"221.246.254.240","221.246.254.0","JP","com",29,21,2,27/07/2008 00:00,27/07/2008 00:00
290,"indiana-escorts.net",1,-1,1,2,1,3637,3636,22/02/2011 00:00,25/02/2012 00:00,"82.199.87.205","82.199.87.0","NL","net",0,0,2,29/09/2011 00:00,29/09/2011 00:00
291,"searchcubs.com",0,-1,1,2,0,187509,187508,15/05/2010 00:00,08/12/2010 00:00,"72.215.225.9","72.215.225.0","US","com",0,0,2,23/09/2010 00:00,23/09/2010 00:00
292,"mooringworld.com",0,-1,1,2,0,180287,180287,08/07/2008 00:00,19/08/2009 00:00,"","","","com",0,0,2,11/08/2009 00:00,11/08/2009 00:00
293,"raurus.info",1521,-1,1,2,74565,4744172,565657,03/06/2009 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","info",25,0,2,14/08/2010 00:00,01/10/2010 00:00
294,"euroseek.net",13641,-1,1,2,1564845,158692,84978,11/01/2008 00:00,03/08/2013 00:00,"65.49.55.23","65.49.55.0","US","net",29,31,2,08/04/2008 00:00,08/04/2008 00:00
295,"jbx.in",11,-1,1,2,174031,7528,7108,07/09/2010 00:00,16/07/2013 00:00,"50.56.125.84","50.56.125.0","US","in",28,4,2,04/04/2011 00:00,21/06/2013 00:00
296,"rubyd.com",17,-1,1,2,27,352,228,15/07/2008 00:00,07/08/2013 00:00,"74.220.215.89","74.220.215.0","US","com",7,0,2,11/10/2008 00:00,17/01/2013 00:00
297,"bestjapaneserestaurant.net",7,-1,1,2,9,10745,10481,07/03/2013 00:00,10/08/2013 00:00,"174.132.56.134","174.132.56.0","US","net",0,0,2,15/04/2013 00:00,01/07/2013 00:00
298,"poppermost.com",2408,-1,1,2,8013,859,699,20/09/2009 00:00,10/08/2013 00:00,"198.74.60.95","198.74.60.0","US","com",18,18,2,10/12/2012 00:00,06/08/2013 00:00
299,"sushi.pro",1336,-1,1,2,8763,4273,3731,19/02/2008 00:00,29/07/2013 00:00,"50.116.97.173","50.116.97.0","US","pro",20,9,2,18/01/2011 00:00,05/06/2013 00:00
300,"propertychelsea.com",29,-1,1,2,4926,827596,827595,20/12/2008 00:00,23/06/2013 00:00,"82.98.86.172","82.98.86.0","DE","com",0,0,2,25/08/2010 00:00,25/08/2010 00:00
301,"steviestv.com",1400,-1,1,2,2919,1602,1423,20/01/2008 00:00,10/08/2013 00:00,"72.167.9.252","72.167.9.0","US","com",19,12,2,07/02/2008 00:00,08/08/2013 00:00
302,"qtmagazine.com",2718,-1,1,2,205715,25700,21668,12/01/2008 00:00,31/07/2013 00:00,"66.29.210.28","66.29.210.0","US","com",18,18,2,06/01/2010 00:00,07/01/2010 00:00
303,"yogadeal.com",1715,-1,1,2,11041,1258852,335299,01/03/2008 00:00,07/08/2013 00:00,"184.168.221.96","184.168.221.0","US","com",7,0,2,22/12/2008 00:00,22/12/2008 00:00
304,"picklasvegas.com",2831,-1,1,2,40095,841,536,15/01/2008 00:00,10/08/2013 00:00,"208.92.165.234","208.92.165.0","US","com",30,15,2,25/12/2010 00:00,30/06/2013 00:00
305,"restaurantalpenhaus.ca",0,-1,1,2,0,10690,10690,25/01/2008 00:00,06/02/2010 00:00,"118.123.13.137","118.123.13.0","CN","ca",0,0,2,24/02/2008 00:00,24/02/2008 00:00
306,"lvokay.com",121,-1,1,2,27138,1737,1188,01/02/2008 00:00,19/12/2012 00:00,"208.113.150.135","208.113.150.0","US","com",11,7,2,13/03/2008 00:00,24/03/2008 00:00
307,"europasearch.co.uk",28,-1,1,2,1960,845832,845832,25/09/2009 00:00,17/02/2013 00:00,"91.210.235.70","91.210.235.0","IE","uk",0,0,2,13/03/2012 00:00,13/03/2012 00:00
308,"reblinks.com",560,-1,1,2,194243,1360558,589059,12/06/2008 00:00,10/08/2013 00:00,"72.167.55.120","72.167.55.0","US","com",53,27,2,06/05/2012 00:00,30/09/2012 00:00
309,"accelnow.co.cc",647,-1,1,2,2907,3319,1080,03/10/2010 00:00,10/06/2012 00:00,"199.21.151.60","199.21.151.0","CA","cc",6,0,2,12/04/2011 00:00,12/04/2011 00:00
310,"dailyblogging.info",1605,-1,1,2,82474,103330,62794,28/06/2009 00:00,26/07/2013 00:00,"82.98.86.167","82.98.86.0","DE","info",10,0,2,02/11/2010 00:00,17/11/2010 00:00
311,"resourcemecca.com",3564,-1,1,2,9836284,20999331,1040619,09/01/2008 00:00,10/08/2013 00:00,"184.168.221.96","184.168.221.0","US","com",16,22,2,16/06/2009 00:00,16/06/2009 00:00
312,"spokane.com",3169,-1,1,2,1172141,13201292,746699,19/01/2008 00:00,10/08/2013 00:00,"173.1.52.122","173.1.52.0","US","com",27,30,2,28/08/2010 00:00,28/08/2010 00:00
313,"702.net",295,-1,1,2,1492,490,412,28/08/2008 00:00,21/03/2012 00:00,"74.112.252.154","74.112.252.0","US","net",5,0,2,25/06/2008 00:00,04/04/2012 00:00
314,"thebestrestaurants.com",121,-1,1,2,5590,13589,4558,08/02/2008 00:00,16/07/2013 00:00,"216.38.217.66","216.38.217.0","US","com",5,3,2,29/10/2011 00:00,20/01/2013 00:00
315,"escortreviews.cc",0,-1,1,2,0,3422,3421,10/04/2011 00:00,20/02/2012 00:00,"82.199.87.205","82.199.87.0","NL","cc",0,0,2,11/10/2011 00:00,11/10/2011 00:00
316,"corvette-nation.net",71,-1,1,2,12527,946119,245593,21/01/2008 00:00,27/06/2013 00:00,"67.215.66.132","67.215.66.0","US","net",11,3,2,16/10/2009 00:00,16/10/2009 00:00
317,"adpages.com.au",31,-1,1,2,1824,3051,2715,28/02/2009 00:00,06/02/2010 00:00,"67.215.66.132","67.215.66.0","US","au",0,0,2,25/06/2009 00:00,25/06/2009 00:00
318,"toronto-escorts.org",0,-1,1,2,0,17984,17983,29/01/2011 00:00,10/03/2012 00:00,"82.199.87.205","82.199.87.0","NL","org",0,0,2,13/10/2011 00:00,13/10/2011 00:00
319,"xpixy.com",351,-1,1,2,1239,71412,37749,12/01/2008 00:00,31/03/2011 00:00,"69.43.160.145","69.43.160.0","US","com",5,0,2,25/05/2008 00:00,25/05/2008 00:00
320,"nvlocalseach.com",9,-1,1,2,9,112783,99400,05/02/2008 00:00,03/08/2009 00:00,"8.15.7.117","8.15.7.0","US","com",0,0,2,23/08/2008 00:00,23/08/2008 00:00
321,"manley.de",29,-1,1,2,427,761,331,15/07/2008 00:00,13/08/2010 00:00,"81.169.145.71","81.169.145.0","DE","de",5,0,2,30/12/2009 00:00,20/10/2011 00:00
322,"webmii.us",16,-1,1,2,53281,296954,296954,20/01/2010 00:00,01/02/2013 00:00,"195.95.224.130","195.95.224.0","FR","us",4,0,2,19/04/2010 00:00,23/06/2010 00:00
323,"veganavi-lv.com",9,-1,1,2,29,325,65,30/06/2013 00:00,06/08/2013 00:00,"203.189.109.191","203.189.109.0","JP","com",8,3,2,10/03/2013 00:00,04/07/2013 00:00
324,"citysaver.net",67,-1,1,2,300,4245,2788,27/04/2009 00:00,19/10/2012 00:00,"208.91.197.182","208.91.197.0","UK","net",7,0,2,25/10/2011 00:00,25/10/2011 00:00
325,"vankalesi.com",74,-1,1,2,1204,14186,5574,06/07/2011 00:00,02/08/2013 00:00,"96.125.175.215","96.125.175.0","US","com",7,0,2,25/03/2013 00:00,26/07/2013 00:00
326,"osakajapanesebistro.com",4,-1,1,2,10,1,0,26/07/2013 00:00,,"203.27.227.94","203.27.227.0","AU","com",5,1,2,26/02/2013 00:00,26/02/2013 00:00
327,"sushilovers.info",77,-1,1,2,199,64,61,28/06/2013 00:00,10/08/2013 00:00,"74.208.59.152","74.208.59.0","US","info",9,2,2,22/09/2012 00:00,26/12/2012 00:00
328,"ositrio.com",7,-1,1,2,13,33,11,13/06/2013 00:00,04/08/2013 00:00,"74.220.202.48","74.220.202.0","US","com",12,6,2,26/01/2011 00:00,13/06/2013 00:00
329,"restaurantwebz.com",9,-1,1,2,26,18158,13378,02/02/2010 00:00,05/06/2013 00:00,"69.195.96.184","69.195.96.0","US","com",4,18,2,29/03/2013 00:00,29/03/2013 00:00
330,"sushigifts.com",24,-1,1,2,47,614,609,03/06/2013 00:00,07/08/2013 00:00,"66.115.138.142","66.115.138.0","US","com",4,0,2,03/04/2008 00:00,05/06/2013 00:00
331,"worldlisting.org",50,-1,1,2,34313,591920,487872,27/06/2008 00:00,31/07/2013 00:00,"70.86.201.54","70.86.201.0","US","org",7,4,2,16/08/2009 00:00,16/08/2009 00:00
332,"palmsprings-escort.com",0,-1,1,2,0,5582,5582,16/11/2008 00:00,19/05/2011 00:00,"82.199.87.205","82.199.87.0","NL","com",0,0,2,29/09/2011 00:00,29/09/2011 00:00
333,"onlynightclub.com",32,-1,1,2,550,42976,12808,30/03/2008 00:00,10/08/2013 00:00,"211.9.127.2","211.9.127.0","JP","com",14,8,2,25/10/2008 00:00,25/10/2008 00:00
334,"seefine.com",1,-1,1,2,3,14843,14843,04/02/2008 00:00,15/06/2013 00:00,"64.150.187.164","64.150.187.0","US","com",0,0,2,10/01/2012 00:00,14/07/2012 00:00
335,"lvmarathonjapan.com",148,-1,1,2,1415,649,603,06/02/2009 00:00,13/12/2012 00:00,"216.246.98.138","216.246.98.0","US","com",7,7,2,07/05/2009 00:00,07/05/2009 00:00
336,"businessnight.com",423,-1,1,2,2657,147467,96555,02/04/2008 00:00,10/08/2013 00:00,"195.191.24.154","195.191.24.0","UA","com",19,10,2,07/07/2012 00:00,02/05/2013 00:00
337,"herbblog.com",208,-1,1,2,1144,1057080,507731,16/02/2008 00:00,20/03/2010 00:00,"67.215.66.132","67.215.66.0","US","com",6,0,2,18/02/2009 00:00,18/02/2009 00:00
338,"cateringcompanydir.com",170,-1,1,2,522,481,474,30/06/2013 00:00,10/08/2013 00:00,"67.227.187.107","67.227.187.0","US","com",14,5,2,24/04/2009 00:00,01/07/2013 00:00
339,"ibatom.com",312,-1,1,2,291456,14546,13032,17/11/2008 00:00,09/08/2013 00:00,"64.208.5.43","64.208.5.0","US","com",24,31,2,12/07/2013 00:00,12/07/2013 00:00
340,"visithenderson.com",2390,-1,1,2,149726,11834,7518,30/01/2008 00:00,10/08/2013 00:00,"205.186.150.65","205.186.150.0","US","com",24,26,2,21/06/2009 00:00,29/06/2013 00:00
341,"ieatvegas.com",1517,-1,1,2,83768,24611,19752,11/01/2008 00:00,10/08/2013 00:00,"66.39.42.24","66.39.42.0","US","com",38,19,2,20/12/2010 00:00,06/07/2013 00:00
342,"indexrestaurant.com",12702,-1,1,2,111116,59190,14508,30/11/2008 00:00,09/08/2013 00:00,"108.175.152.87","108.175.152.0","US","com",32,6,2,30/11/2008 00:00,30/11/2008 00:00
343,"infobase-intl.com",701,-1,1,2,5025,177740,104122,09/01/2008 00:00,09/08/2013 00:00,"202.172.28.5","202.172.28.0","JP","com",22,12,2,01/06/2008 00:00,01/06/2008 00:00
344,"wfpc.net",4,-1,1,2,13,236937,236936,04/12/2008 00:00,18/07/2013 00:00,"65.75.149.43","65.75.149.0","US","net",0,0,2,09/03/2009 00:00,09/03/2009 00:00
345,"hummerdirectory.org",137,-1,1,2,2574,123190,14743,23/06/2008 00:00,17/06/2013 00:00,"64.150.187.164","64.150.187.0","US","org",4,0,2,13/05/2012 00:00,18/07/2012 00:00
346,"verabarnes.com",16,-1,1,2,42,1135,808,09/02/2008 00:00,17/08/2008 00:00,"184.168.221.29","184.168.221.0","US","com",5,0,2,02/05/2008 00:00,02/05/2008 00:00
347,"jewelrymall.org",277,-1,1,2,8700,137143,33076,26/01/2008 00:00,17/06/2013 00:00,"64.150.187.164","64.150.187.0","US","org",10,14,2,27/03/2011 00:00,21/07/2012 00:00
348,"jellydropshop.com",34,-1,1,2,162,107,54,15/02/2011 00:00,27/07/2013 00:00,"97.74.183.1","97.74.183.0","US","com",13,3,2,07/07/2013 00:00,07/07/2013 00:00
349,"vancouver-escorts.net",0,-1,1,2,0,3591,3590,07/03/2011 00:00,09/03/2012 00:00,"82.199.87.205","82.199.87.0","NL","net",0,0,2,13/10/2011 00:00,13/10/2011 00:00
350,"usavegas.net",8,-1,1,2,16,232,201,27/05/2009 00:00,08/08/2013 00:00,"70.39.235.94","70.39.235.0","US","net",8,1,2,22/02/2013 00:00,01/07/2013 00:00
351,"breastcancerdirectory.com",1,-1,1,2,4,16730,16730,13/02/2008 00:00,19/06/2013 00:00,"64.150.187.164","64.150.187.0","US","com",0,0,2,12/04/2011 00:00,14/07/2012 00:00
352,"boulderclimbing.com",0,-1,1,2,0,67906,67906,19/12/2008 00:00,09/08/2013 00:00,"184.168.221.95","184.168.221.0","US","com",0,0,2,20/12/2008 00:00,20/12/2008 00:00
353,"usanorthamerica.net",349,-1,1,2,6742,5036,4589,30/01/2008 00:00,10/08/2013 00:00,"70.39.235.94","70.39.235.0","US","net",19,15,2,23/06/2008 00:00,23/06/2008 00:00
354,"klav1230am.com",2724,-1,1,2,46555,1053,794,11/02/2008 00:00,10/08/2013 00:00,"98.138.19.88","98.138.19.0","US","com",25,31,2,03/07/2013 00:00,25/07/2013 00:00
355,"iyares.com",3021,-1,1,2,856591,4835199,1266142,09/01/2008 00:00,30/07/2013 00:00,"82.98.86.165","82.98.86.0","DE","com",18,14,2,10/09/2009 00:00,10/09/2009 00:00
356,"kngine.com",7458,-1,1,2,258027,6835081,773891,24/08/2009 00:00,10/08/2013 00:00,"66.171.244.2","66.171.244.0","US","com",28,31,2,04/02/2010 00:00,04/02/2010 00:00
357,"washingtondc-escort.com",0,-1,1,2,0,8799,8799,22/11/2008 00:00,31/05/2011 00:00,"82.199.87.205","82.199.87.0","NL","com",0,0,2,30/09/2011 00:00,30/09/2011 00:00
358,"clicknevada.com",283,-1,1,2,7337,950,908,22/03/2008 00:00,28/07/2013 00:00,"96.125.165.11","96.125.165.0","US","com",8,13,2,06/09/2008 00:00,20/10/2012 00:00
359,"where2eat.com",3423,-1,1,2,25856,64360,59243,12/01/2008 00:00,10/08/2013 00:00,"50.62.197.66","50.62.197.0","US","com",35,19,2,20/06/2010 00:00,03/06/2013 00:00
360,"directorynevada.com",94,-1,1,2,607,3318,3295,13/02/2008 00:00,01/08/2013 00:00,"184.173.205.195","184.173.205.0","US","com",12,13,2,16/07/2008 00:00,16/07/2008 00:00
361,"dinningdirectory.com",233,-1,1,2,1754,10654,8742,11/01/2008 00:00,31/07/2013 00:00,"216.172.174.126","216.172.174.0","US","com",16,9,2,17/07/2008 00:00,17/07/2008 00:00
362,"elcohkg.com",5842,-1,1,2,395140,6794313,1049422,15/07/2009 00:00,03/08/2013 00:00,"188.92.75.60","188.92.75.0","LV","com",21,6,2,22/10/2011 00:00,14/11/2012 00:00
363,"elcotw.com",6669,-1,1,2,336108,7093417,1017877,25/07/2009 00:00,21/07/2013 00:00,"188.92.75.60","188.92.75.0","LV","com",21,13,2,20/10/2011 00:00,13/10/2012 00:00
364,"euroroi.com",170,-1,1,2,1041920,1147677,884696,09/01/2008 00:00,08/08/2013 00:00,"46.4.158.20","46.4.158.0","DE","com",6,0,2,27/07/2010 00:00,27/07/2010 00:00
365,"creditroof.com",1906,-1,1,2,3343584,1829033,471050,13/02/2008 00:00,10/08/2013 00:00,"184.168.221.34","184.168.221.0","US","com",12,8,2,03/09/2009 00:00,03/09/2009 00:00
366,"findonlineprograms.com",0,-1,1,2,0,84481,84481,23/01/2008 00:00,10/08/2013 00:00,"69.43.161.170","69.43.161.0","US","com",0,0,2,19/10/2010 00:00,19/10/2010 00:00
367,"clickdining.com",295,-1,1,2,1524,10956,10199,12/03/2008 00:00,02/08/2013 00:00,"67.18.16.50","67.18.16.0","US","com",14,4,2,16/04/2013 00:00,08/07/2013 00:00
368,"food-critics.com",5,-1,1,2,8,216,203,24/12/2012 00:00,10/08/2013 00:00,"207.228.3.219","207.228.3.0","US","com",0,0,2,16/11/2011 00:00,07/07/2013 00:00
369,"food-critics.org",10,-1,1,2,10,335,214,09/02/2011 00:00,10/08/2013 00:00,"207.228.3.219","207.228.3.0","US","org",0,0,2,01/10/2011 00:00,21/06/2013 00:00
370,"arthritisdirectory.org",70,-1,1,2,893,147991,12005,05/07/2008 00:00,06/06/2013 00:00,"64.150.187.164","64.150.187.0","US","org",6,0,2,17/04/2011 00:00,20/07/2012 00:00
371,"webdesignershq.com",34,-1,1,2,58,1108,667,14/01/2008 00:00,27/05/2011 00:00,"81.200.64.50","81.200.64.0","UK","com",5,0,2,14/01/2008 00:00,14/01/2008 00:00
372,"funnevada.com",5,-1,1,2,20,2039,2001,08/06/2013 00:00,10/08/2013 00:00,"","","","com",9,21,2,30/07/2013 00:00,30/07/2013 00:00
373,"gayprideuk.com",362,-1,1,2,9220,260634,93315,20/01/2008 00:00,10/08/2013 00:00,"77.92.82.70","77.92.82.0","UK","com",17,8,2,25/03/2013 00:00,10/08/2013 00:00
374,"getausjobtoday.com",1,-1,1,2,46456,21427,14930,25/05/2013 00:00,06/08/2013 00:00,"","","","com",0,0,2,26/05/2013 00:00,26/05/2013 00:00
375,"getwisely.com",1,-1,1,2,1,334205,334205,22/01/2008 00:00,01/02/2013 00:00,"208.73.210.29","208.73.210.0","US","com",0,0,2,10/03/2009 00:00,10/03/2009 00:00
376,"grandtheftid.com",0,-1,1,2,0,307806,307806,19/08/2008 00:00,09/08/2013 00:00,"69.195.102.85","69.195.102.0","US","com",0,0,2,21/04/2009 00:00,21/04/2009 00:00
377,"commonmediainc.com",338,-1,1,2,578173,101661,64610,22/03/2008 00:00,10/08/2013 00:00,"72.249.20.76","72.249.20.0","US","com",30,37,2,28/03/2013 00:00,29/03/2013 00:00
378,"thecleverbride.net",620,-1,1,2,4452,73727,49980,03/10/2008 00:00,10/08/2013 00:00,"64.15.67.217","64.15.67.0","CA","net",22,12,2,31/07/2013 00:00,31/07/2013 00:00
379,"directorywebhosting.com",176,-1,1,2,10570,89724,19396,03/04/2008 00:00,19/06/2013 00:00,"64.150.187.164","64.150.187.0","US","com",6,1,2,04/07/2012 00:00,04/07/2012 00:00
380,"lasvegas-lasvegas-nv.com",43,-1,1,2,7876,177,174,14/06/2012 00:00,10/08/2013 00:00,"192.81.211.116","192.81.211.0","US","com",10,2,2,29/10/2009 00:00,09/07/2013 00:00
381,"landscapingdirectory.org",207,-1,1,2,10400,154621,22799,04/02/2008 00:00,18/06/2013 00:00,"64.150.187.164","64.150.187.0","US","org",8,6,2,07/05/2012 00:00,01/07/2012 00:00
382,"bestdinning.com",232,-1,1,2,1743,10384,8564,16/02/2008 00:00,30/07/2013 00:00,"184.172.136.132","184.172.136.0","US","com",13,9,2,20/09/2008 00:00,20/09/2008 00:00
383,"bestvegashotspots.com",2,-1,1,2,3,133,133,20/06/2013 00:00,10/08/2013 00:00,"","","","com",9,0,2,20/06/2013 00:00,04/08/2013 00:00
384,"shopinlasvegas.net",368,-1,1,2,13935,8209,5712,27/01/2008 00:00,27/07/2013 00:00,"139.142.117.230","139.142.117.0","CA","net",12,8,2,29/06/2008 00:00,29/06/2008 00:00
385,"artofscjones.com",37,-1,1,2,502,115,71,14/04/2008 00:00,19/12/2008 00:00,"199.101.28.10","199.101.28.0","US","com",7,13,2,14/04/2008 00:00,14/04/2008 00:00
386,"placefacts.net",1263,-1,1,2,12503,1466339,473347,04/09/2008 00:00,10/08/2013 00:00,"69.42.218.113","69.42.218.0","US","net",17,10,2,09/02/2009 00:00,09/02/2009 00:00
387,"lareviewer.com",22,-1,1,2,46,258504,3604,16/09/2009 00:00,14/03/2012 00:00,"82.199.87.205","82.199.87.0","NL","com",0,0,2,29/05/2011 00:00,29/05/2011 00:00
388,"lahontanvalleynews.com",31790,-1,1,2,4346095,24712905,1732120,12/02/2008 00:00,10/08/2013 00:00,"65.164.25.46","65.164.25.0","US","com",25,30,2,16/06/2012 00:00,10/02/2013 00:00
389,"restaurantdb.net",4834,-1,1,2,30935,19128727,1124772,11/01/2008 00:00,07/08/2012 00:00,"173.255.237.38","173.255.237.0","US","net",19,20,2,31/10/2009 00:00,18/03/2012 00:00
390,"meby.net",844,-1,1,2,18493,1462866,229359,30/01/2008 00:00,07/08/2013 00:00,"49.212.96.43","49.212.96.0","JP","net",12,13,2,28/12/2010 00:00,28/12/2010 00:00
391,"vegasrestaurant.com",18,-1,1,2,59,2659,2623,16/03/2010 00:00,10/08/2013 00:00,"216.182.83.163","216.182.83.0","US","com",11,10,2,29/03/2010 00:00,17/12/2011 00:00
392,"lonnieperrin.com",5,-1,1,2,6,2558,1645,02/02/2008 00:00,10/08/2013 00:00,"74.220.215.89","74.220.215.0","US","com",0,0,2,03/12/2012 00:00,30/06/2013 00:00
393,"bicyclesdirectory.com",270,-1,1,2,2277,110844,24669,25/02/2008 00:00,16/06/2013 00:00,"64.150.187.164","64.150.187.0","US","com",7,3,2,05/06/2012 00:00,05/06/2012 00:00
394,"lonniesweb.com",0,-1,1,2,0,1863,1338,15/07/2013 00:00,10/08/2013 00:00,"74.220.215.89","74.220.215.0","US","com",0,0,2,28/03/2013 00:00,16/07/2013 00:00
395,"miami-escort.org",0,-1,1,2,0,3601,3601,13/03/2011 00:00,06/05/2011 00:00,"82.199.87.205","82.199.87.0","NL","org",0,0,2,14/10/2011 00:00,14/10/2011 00:00
396,"vegaspete.com",5,-1,1,2,60,156,105,05/02/2008 00:00,22/08/2009 00:00,"74.208.27.182","74.208.27.0","US","com",0,0,2,05/08/2008 00:00,05/08/2008 00:00
397,"lasvegasgemshowguide.com",269,-1,1,2,719,196,110,17/02/2008 00:00,27/07/2012 00:00,"208.91.197.27","208.91.197.0","UK","com",7,6,2,17/02/2008 00:00,17/02/2008 00:00
398,"bing.com",1340157,16,1,1,915751543,335402624,7792906,30/03/2008 00:00,10/08/2013 00:00,"65.172.31.40","65.172.31.0","US","com",85,89,1,11/04/2010 00:00,11/04/2010 00:00
399,"reddit.com",2576427,120,1,1,6045538077,2199402487,88786556,09/01/2008 00:00,10/08/2013 00:00,"194.25.95.107","194.25.95.0","DE","com",86,86,1,23/03/2011 00:00,23/03/2011 00:00
