"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_sushirestaurant.com","FirstLinkDate_sushirestaurant.com","LastLinkDate_sushirestaurant.com"
400,"clicksor.com",46939,259,1,1,43646897,160456,70036,09/01/2008 00:00,10/08/2013 00:00,"199.21.148.21","199.21.148.0","CA","com",69,65,1,07/01/2011 00:00,31/01/2012 00:00
401,"naver.jp",74188,261,1,1,30965986,26270810,1587375,21/07/2009 00:00,10/08/2013 00:00,"119.235.235.1","119.235.235.0","JP","jp",60,45,1,20/04/2010 00:00,02/02/2013 00:00
402,"nifty.com",590446,364,1,1,221345015,30406426,2226915,09/01/2008 00:00,10/08/2013 00:00,"210.131.4.165","210.131.4.0","JP","com",69,59,1,03/09/2008 00:00,09/01/2013 00:00
403,"wix.com",943108,373,1,1,196824699,6033174,2248671,06/02/2008 00:00,10/08/2013 00:00,"216.139.213.108","216.139.213.0","US","com",75,61,1,24/12/2010 00:00,16/04/2012 00:00
404,"typepad.com",1664677,517,1,1,2448901287,97643339,12989884,09/01/2008 00:00,10/08/2013 00:00,"204.9.178.11","204.9.178.0","US","com",82,77,1,17/11/2009 00:00,29/01/2013 00:00
405,"geocities.jp",462372,673,1,1,125021583,10512539,1760511,09/01/2008 00:00,10/08/2013 00:00,"118.151.231.202","118.151.231.0","JP","jp",67,49,1,19/07/2010 00:00,02/02/2013 00:00
406,"livingsocial.com",55517,685,1,1,11921657,2812593,605921,25/05/2008 00:00,10/08/2013 00:00,"23.13.177.51","23.13.177.0","US","com",56,60,1,09/07/2013 00:00,09/07/2013 00:00
407,"rr.com",769530,967,1,1,105762791,19296436,2021860,09/01/2008 00:00,10/08/2013 00:00,"24.28.199.168","24.28.199.0","US","com",55,48,1,15/10/2009 00:00,15/10/2009 00:00
408,"blogspot.nl",186697,1657,1,1,56300263,247615898,32417725,13/10/2011 00:00,10/08/2013 00:00,"74.125.142.191","74.125.142.0","US","nl",58,46,1,05/02/2013 00:00,05/02/2013 00:00
409,"metafilter.com",118906,3803,1,1,19020169,7175379,1840254,09/01/2008 00:00,10/08/2013 00:00,"50.22.177.14","50.22.177.0","US","com",57,56,1,09/02/2008 00:00,12/01/2013 00:00
410,"aboutus.org",186172,4144,1,1,38266159,44033117,2676896,09/01/2008 00:00,10/08/2013 00:00,"207.162.210.85","207.162.210.0","US","org",57,45,1,21/04/2010 00:00,21/04/2010 00:00
411,"theknot.com",108987,4400,1,1,157703799,24708195,2226915,09/01/2008 00:00,10/08/2013 00:00,"69.48.201.71","69.48.201.0","US","com",67,73,1,25/09/2008 00:00,31/01/2013 00:00
412,"fc2web.com",144098,4528,1,1,30928283,2922886,1452639,09/01/2008 00:00,10/08/2013 00:00,"208.71.106.214","208.71.106.0","US","com",60,46,1,28/11/2009 00:00,10/05/2013 00:00
413,"insiderpages.com",150672,7770,1,1,40465806,27772134,2201048,09/01/2008 00:00,10/08/2013 00:00,"50.17.200.139","50.17.200.0","US","com",57,45,1,22/07/2010 00:00,05/02/2013 00:00
414,"deperu.com",8907,11550,1,1,3546850,4109553,987870,17/01/2008 00:00,10/08/2013 00:00,"174.121.183.131","174.121.183.0","US","com",47,29,1,11/11/2012 00:00,11/11/2012 00:00
415,"kudzu.com",78188,14151,1,1,60442961,17058085,2363884,09/01/2008 00:00,07/08/2013 00:00,"70.167.190.200","70.167.190.0","US","com",54,49,1,24/07/2010 00:00,24/07/2010 00:00
416,"flavors.me",307987,15663,1,1,307965129,877458,366623,12/11/2009 00:00,10/08/2013 00:00,"85.133.69.198","85.133.69.0","UK","me",92,45,1,10/10/2011 00:00,10/10/2011 00:00
417,"wldirectory.com",5660,15854,1,1,224244,362467,176878,09/01/2009 00:00,10/08/2013 00:00,"176.31.69.138","176.31.69.0","FR","com",38,32,1,03/11/2012 00:00,03/11/2012 00:00
418,"zone-h.org",54800,17456,1,1,7412920,4223740,1416803,21/01/2008 00:00,10/08/2013 00:00,"72.20.18.4","72.20.18.0","US","org",67,36,1,28/09/2010 00:00,28/09/2010 00:00
419,"lasvegassun.com",174950,17520,1,1,16321394,1987190,922764,09/01/2008 00:00,10/08/2013 00:00,"93.170.92.24","93.170.92.0","NL","com",67,49,1,31/07/2012 00:00,31/07/2012 00:00
420,"yipit.com",37576,18234,1,1,918985,1034040,324746,25/11/2008 00:00,10/08/2013 00:00,"54.236.96.154","54.236.96.0","US","com",51,35,1,19/07/2012 00:00,15/03/2013 00:00
421,"wsbtv.com",127439,21498,1,1,31347931,1730881,731382,09/01/2008 00:00,10/08/2013 00:00,"184.28.17.219","184.28.17.0","US","com",66,52,1,05/09/2010 00:00,02/12/2010 00:00
422,"wowcity.com",6038,21640,1,1,397746143,20543332,1791614,29/01/2008 00:00,25/06/2013 00:00,"67.225.194.54","67.225.194.0","US","com",19,22,1,23/07/2010 00:00,23/07/2010 00:00
423,"adddir.info",9901,23031,1,1,6023513,769501,404667,28/02/2008 00:00,23/07/2013 00:00,"205.196.211.22","205.196.211.0","US","info",25,17,1,13/03/2013 00:00,13/03/2013 00:00
424,"buysll.com",1322,23651,1,1,213705,55079,44547,25/07/2012 00:00,10/08/2013 00:00,"208.101.62.195","208.101.62.0","US","com",32,16,1,22/02/2013 00:00,01/07/2013 00:00
425,"usasexguide.info",3974,26964,1,1,51716,2513287,235337,11/01/2008 00:00,10/08/2013 00:00,"188.138.24.156","188.138.24.0","DE","info",29,12,1,25/05/2013 00:00,25/05/2013 00:00
426,"topalternate.com",2405,28825,1,1,611745,3273995,191557,03/07/2012 00:00,10/08/2013 00:00,"67.228.4.59","67.228.4.0","US","com",29,13,1,13/05/2013 00:00,13/05/2013 00:00
427,"kcra.com",61185,29512,1,1,6913699,1572784,588880,10/01/2008 00:00,10/08/2013 00:00,"2.228.46.18","2.228.46.0","IT","com",47,49,1,08/05/2011 00:00,01/05/2012 00:00
428,"domainvader.com",2138,35959,1,1,53110,1714686,186553,19/11/2009 00:00,10/08/2013 00:00,"198.136.25.242","198.136.25.0","US","com",37,7,1,08/08/2013 00:00,08/08/2013 00:00
429,"doshisha.ac.jp",25156,36547,1,1,721268,926214,449598,24/01/2008 00:00,10/08/2013 00:00,"202.23.190.160","202.23.190.0","JP","jp",50,61,1,10/03/2009 00:00,17/01/2013 00:00
430,"linkpartnersdirectory.com",546,40290,1,1,10043,25432,20615,15/10/2011 00:00,31/07/2013 00:00,"184.172.153.94","184.172.153.0","US","com",18,12,1,19/10/2012 00:00,22/12/2012 00:00
431,"uwpagina.nl",18651,41446,1,1,1433403,118257,76729,09/01/2008 00:00,10/08/2013 00:00,"95.211.75.182","95.211.75.0","NL","nl",42,31,1,25/04/2009 00:00,07/09/2009 00:00
432,"8coupons.com",47686,43304,1,1,716732,3661701,527038,04/02/2008 00:00,10/08/2013 00:00,"204.232.185.218","204.232.185.0","US","com",31,35,1,06/05/2009 00:00,06/05/2009 00:00
433,"ktvu.com",98975,43441,1,1,17212782,1851644,691769,09/01/2008 00:00,10/08/2013 00:00,"80.154.79.67","80.154.79.0","DE","com",58,52,1,23/11/2010 00:00,18/10/2011 00:00
434,"refertus.info",24113,47406,1,1,7690774,7168717,395370,20/09/2010 00:00,10/08/2013 00:00,"188.40.86.5","188.40.86.0","DE","info",37,24,1,12/01/2012 00:00,12/01/2012 00:00
435,"cooltoad.com",8842,49026,1,1,3174138,2857519,1083276,09/01/2008 00:00,10/08/2013 00:00,"204.101.246.228","204.101.246.0","CA","com",40,29,1,29/07/2013 00:00,29/07/2013 00:00
436,"ketv.com",54698,51190,1,1,4213122,13256266,1042795,10/01/2008 00:00,10/08/2013 00:00,"95.100.249.106","95.100.249.0","EU","com",45,40,1,16/05/2011 00:00,09/04/2012 00:00
437,"wopular.com",9612,54849,1,1,150361,5207118,1389325,09/11/2008 00:00,10/08/2013 00:00,"74.207.240.18","74.207.240.0","US","com",30,34,1,27/03/2012 00:00,27/03/2012 00:00
438,"kctv5.com",58632,56345,1,1,1604225,8197919,898573,09/01/2008 00:00,10/08/2013 00:00,"158.255.97.42","158.255.97.0","AT","com",52,56,1,16/04/2011 00:00,16/04/2011 00:00
439,"lubbockonline.com",90354,57105,1,1,3118705,19908517,1803644,10/01/2008 00:00,10/08/2013 00:00,"216.116.229.138","216.116.229.0","US","com",37,34,1,27/07/2010 00:00,27/07/2010 00:00
440,"kirotv.com",79670,58445,1,1,16279587,1606619,696615,10/01/2008 00:00,10/08/2013 00:00,"64.145.84.40","64.145.84.0","US","com",54,48,1,21/04/2011 00:00,17/10/2011 00:00
441,"gaycities.com",11845,66745,1,1,3433299,18259240,941303,17/01/2008 00:00,10/08/2013 00:00,"184.106.178.44","184.106.178.0","US","com",53,45,1,19/02/2009 00:00,28/01/2013 00:00
442,"runber.com",98,68909,1,1,19081,204904,105921,06/11/2012 00:00,10/08/2013 00:00,"199.115.117.67","199.115.117.0","US","com",16,12,1,18/05/2013 00:00,18/05/2013 00:00
443,"hithot.cc",1814,71604,1,1,638255,2995423,362923,13/06/2010 00:00,10/08/2013 00:00,"219.84.175.250","219.84.175.0","TW","cc",35,33,1,18/11/2011 00:00,18/11/2011 00:00
444,"wippies.com",1459,72920,1,1,51792,708706,140499,12/02/2008 00:00,10/08/2013 00:00,"62.142.74.25","62.142.74.0","FI","com",26,30,1,07/06/2008 00:00,10/07/2013 00:00
445,"bolalist.com",6616,73117,1,1,157883,140624,113093,18/01/2009 00:00,10/08/2013 00:00,"173.0.129.54","173.0.129.0","US","com",41,14,1,09/03/2013 00:00,05/05/2013 00:00
446,"masterseek.com",14277,80290,1,1,97336498,26829806,2061622,09/01/2008 00:00,10/08/2013 00:00,"77.247.69.114","77.247.69.0","DK","com",59,45,1,18/03/2010 00:00,18/03/2010 00:00
447,"localbuzz.us",514,111357,1,1,5899,435375,106373,19/10/2010 00:00,10/08/2013 00:00,"206.217.138.176","206.217.138.0","US","us",27,2,1,28/05/2013 00:00,28/05/2013 00:00
448,"a1000k.com",3046,124560,1,1,675321,25637,13955,12/12/2009 00:00,10/08/2013 00:00,"108.163.179.36","108.163.179.0","CA","com",44,18,1,08/08/2013 00:00,08/08/2013 00:00
449,"restaurants.com",22782,134827,1,1,374750,4452109,478460,08/02/2008 00:00,10/08/2013 00:00,"209.15.196.82","209.15.196.0","CA","com",36,47,1,21/06/2013 00:00,21/06/2013 00:00
450,"ktvz.com",40152,144973,1,1,1577501,884648,446422,04/02/2008 00:00,10/08/2013 00:00,"207.152.124.18","207.152.124.0","US","com",45,49,1,22/06/2012 00:00,22/06/2012 00:00
451,"kesq.com",43087,158570,1,1,1019957,3284925,866396,26/07/2008 00:00,10/08/2013 00:00,"207.152.124.58","207.152.124.0","US","com",45,40,1,11/03/2011 00:00,03/04/2012 00:00
452,"americasbest.com",11061,171176,1,1,2759530,49104,22149,14/01/2008 00:00,10/08/2013 00:00,"199.242.144.78","199.242.144.0","US","com",44,37,1,08/01/2009 00:00,19/08/2012 00:00
453,"kvia.com",34667,173018,1,1,1085719,1044288,546833,31/01/2008 00:00,10/08/2013 00:00,"208.47.254.50","208.47.254.0","US","com",47,48,1,18/04/2011 00:00,11/05/2012 00:00
454,"freeindex.com",4241,174649,1,1,904809,112474,97952,12/12/2010 00:00,10/08/2013 00:00,"65.98.41.169","65.98.41.0","US","com",50,19,1,08/07/2013 00:00,08/07/2013 00:00
455,"foodio54.com",5457,187391,1,1,93661,2036715,329213,03/02/2008 00:00,10/08/2013 00:00,"66.240.243.35","66.240.243.0","US","com",30,18,1,08/05/2013 00:00,08/05/2013 00:00
456,"evisum.com",2453,191889,1,1,18610482,225577,175245,09/01/2008 00:00,25/07/2013 00:00,"108.32.33.7","108.32.33.0","US","com",24,27,1,28/03/2008 00:00,31/03/2013 00:00
457,"krcrtv.com",12827,194071,1,1,701922,281130,208649,10/01/2008 00:00,10/08/2013 00:00,"207.152.124.67","207.152.124.0","US","com",44,36,1,11/05/2012 00:00,11/05/2012 00:00
458,"submitlinks.us",1829,218533,1,1,183104,393961,73739,02/02/2009 00:00,10/08/2013 00:00,"67.20.83.144","67.20.83.0","US","us",15,21,1,10/05/2013 00:00,10/05/2013 00:00
459,"answerparty.com",753,218838,1,1,13280,360924,174851,26/05/2011 00:00,10/08/2013 00:00,"204.236.220.5","204.236.220.0","US","com",21,13,1,10/06/2013 00:00,10/06/2013 00:00
460,"gravee.com",31476,219002,1,1,15071865,12835564,1290423,09/01/2008 00:00,10/08/2013 00:00,"184.168.221.52","184.168.221.0","US","com",39,33,1,23/10/2009 00:00,23/10/2009 00:00
461,"43places.com",18773,231516,1,1,5829676,4636145,1436272,09/01/2008 00:00,10/08/2013 00:00,"54.243.90.213","54.243.90.0","US","com",48,38,1,12/05/2009 00:00,20/01/2013 00:00
462,"galaxy.com",22081,238295,1,1,357585,3172080,944268,09/01/2008 00:00,10/08/2013 00:00,"208.131.25.24","208.131.25.0","US","com",38,41,1,27/05/2009 00:00,27/05/2009 00:00
463,"aolstalker.com",12043,260018,1,1,176081,18086436,958727,09/01/2008 00:00,10/08/2013 00:00,"46.21.100.24","46.21.100.0","US","com",26,22,1,21/09/2008 00:00,27/01/2013 00:00
464,"utanet.at",19187,261778,1,1,344357,68396,42968,21/01/2008 00:00,10/08/2013 00:00,"212.152.190.190","212.152.190.0","AT","at",40,29,1,18/10/2011 00:00,08/06/2013 00:00
465,"seekon.com",14206,261932,1,1,362771,224354,113069,09/01/2008 00:00,10/08/2013 00:00,"216.93.171.204","216.93.171.0","US","com",37,37,1,24/12/2010 00:00,10/07/2013 00:00
466,"enidnews.com",42048,265478,1,1,1176142,11220458,961366,09/01/2008 00:00,10/08/2013 00:00,"74.84.203.168","74.84.203.0","US","com",44,38,1,11/06/2013 00:00,11/06/2013 00:00
467,"askkids.com",16171,266961,1,1,3514811,4957254,698442,01/03/2008 00:00,10/08/2013 00:00,"66.235.120.127","66.235.120.0","US","com",43,45,1,13/11/2010 00:00,13/11/2010 00:00
468,"blog.my",9362,273108,1,1,422266,852367,199664,27/10/2009 00:00,10/08/2013 00:00,"112.137.167.125","112.137.167.0","MY","my",31,14,1,04/03/2013 00:00,09/07/2013 00:00
469,"31searchengines.com",86,302771,1,1,300,180379,67414,14/06/2012 00:00,10/08/2013 00:00,"64.15.231.140","64.15.231.0","US","com",9,2,1,10/04/2013 00:00,10/04/2013 00:00
470,"foodsitemagazine.com",261,306202,1,1,264358,8734,7638,01/11/2011 00:00,10/08/2013 00:00,"69.89.31.223","69.89.31.0","US","com",36,34,1,20/11/2011 00:00,10/08/2013 00:00
471,"nelso.cz",1029,308770,1,1,3480344,1364125,588513,02/02/2008 00:00,10/08/2013 00:00,"75.101.152.240","75.101.152.0","US","cz",26,15,1,04/08/2009 00:00,04/08/2009 00:00
472,"wegoplaces.com",10019,312609,1,1,4626739,1584796,775651,09/01/2008 00:00,10/08/2013 00:00,"66.197.178.37","66.197.178.0","US","com",36,35,1,25/02/2013 00:00,25/02/2013 00:00
473,"anmeiqi.com",2459,343436,1,1,1698171,8591522,484486,28/03/2008 00:00,10/08/2013 00:00,"58.30.249.107","58.30.249.0","CN","com",52,15,1,04/12/2011 00:00,06/02/2012 00:00
474,"abc.net",6626,348761,1,1,535532,5432291,1300144,21/01/2008 00:00,10/08/2013 00:00,"209.105.242.150","209.105.242.0","US","net",30,43,1,20/11/2010 00:00,20/11/2010 00:00
475,"place123.net",193,362194,1,1,1012,272194,90996,06/11/2012 00:00,10/08/2013 00:00,"176.28.43.169","176.28.43.0","DE","net",21,15,1,24/05/2013 00:00,24/05/2013 00:00
476,"activediner.com",12042,362285,1,1,137342,4696115,1092698,09/01/2008 00:00,10/08/2013 00:00,"208.112.64.20","208.112.64.0","US","com",39,25,1,07/07/2012 00:00,01/06/2013 00:00
477,"gays.com",3170,380063,1,1,297385,34917,30202,03/08/2008 00:00,10/08/2013 00:00,"87.233.168.149","87.233.168.0","NL","com",28,19,1,17/08/2010 00:00,31/07/2013 00:00
478,"veosearch.com",6337,403741,1,1,1775120,2449540,241564,30/01/2008 00:00,10/08/2013 00:00,"217.174.198.79","217.174.198.0","FR","com",41,37,1,05/05/2012 00:00,10/05/2012 00:00
479,"tribtown.com",25544,409329,1,1,699132,15477948,1165213,07/02/2008 00:00,10/08/2013 00:00,"50.57.202.53","50.57.202.0","US","com",25,27,1,16/09/2010 00:00,16/09/2010 00:00
480,"fullcontactpoker.com",15357,413909,1,1,2519791,6058795,1833278,09/01/2008 00:00,10/08/2013 00:00,"72.3.253.207","72.3.253.0","US","com",39,21,1,17/06/2012 00:00,11/07/2013 00:00
481,"wd-search.com",5744,456692,1,1,122335,2238060,1279132,28/01/2008 00:00,12/02/2013 00:00,"82.194.90.113","82.194.90.0","ES","com",16,10,1,26/06/2010 00:00,26/06/2010 00:00
482,"atti.com",1450,456942,1,1,10355,14018672,237996,09/10/2008 00:00,10/08/2013 00:00,"208.93.105.59","208.93.105.0","US","com",21,25,1,12/10/2010 00:00,12/10/2010 00:00
483,"nelso.dk",710,460988,1,1,2562997,945125,279944,18/04/2008 00:00,21/07/2013 00:00,"23.23.112.209","23.23.112.0","US","dk",25,14,1,04/08/2009 00:00,04/08/2009 00:00
484,"jazznearyou.com",178,468005,1,1,829004,160939,99647,21/06/2012 00:00,10/08/2013 00:00,"72.18.152.167","72.18.152.0","US","com",43,45,1,07/05/2013 00:00,07/05/2013 00:00
485,"inout-search.com",614,480046,1,1,3679,1760702,425495,01/08/2008 00:00,10/08/2013 00:00,"98.129.229.144","98.129.229.0","US","com",19,12,1,13/07/2010 00:00,13/07/2010 00:00
486,"geniusbot.com",767,529664,1,1,41484,1633414,450676,03/10/2009 00:00,16/06/2013 00:00,"176.9.29.235","176.9.29.0","DE","com",15,3,1,07/11/2011 00:00,29/01/2013 00:00
487,"webformation.co",375,564547,1,1,20363,163320,87177,17/11/2012 00:00,10/07/2013 00:00,"108.162.198.50","108.162.198.0","US","co",10,19,1,17/05/2013 00:00,17/05/2013 00:00
488,"kub.it",4048,595237,1,1,39707,2721786,879387,09/01/2008 00:00,10/08/2013 00:00,"85.94.196.130","85.94.196.0","IT","it",31,30,1,11/03/2008 00:00,11/03/2008 00:00
489,"dailyadvocate.com",2674,673264,1,1,708719,26160840,1597178,05/02/2008 00:00,10/08/2013 00:00,"64.72.140.231","64.72.140.0","US","com",25,26,1,23/03/2011 00:00,23/03/2011 00:00
490,"wearenetwork.com",3619,701550,1,1,344338,977531,508646,09/01/2008 00:00,10/08/2013 00:00,"31.171.249.254","31.171.249.0","CH","com",30,23,1,17/05/2011 00:00,03/08/2013 00:00
491,"kimr.pl",18,726999,1,1,91,67480,44644,03/10/2012 00:00,25/05/2013 00:00,"89.73.23.202","89.73.23.0","PL","pl",1,0,1,27/04/2013 00:00,27/04/2013 00:00
492,"successcityonline.com",187,741110,1,1,7036,131869,82217,20/06/2012 00:00,10/08/2013 00:00,"199.34.228.100","199.34.228.0","US","com",26,20,1,25/04/2013 00:00,25/04/2013 00:00
493,"odyssearch.com",2728,753909,1,1,67212,1723655,645159,09/01/2008 00:00,10/08/2013 00:00,"69.55.52.54","69.55.52.0","US","com",31,24,1,25/10/2010 00:00,25/10/2010 00:00
494,"daymix.com",12172,811368,1,1,1630128,3961439,1357438,22/07/2008 00:00,10/08/2013 00:00,"204.11.223.6","204.11.223.0","US","com",32,17,1,13/10/2009 00:00,13/10/2009 00:00
495,"myaptportal.com",6163,828729,1,1,89960,555134,279099,14/12/2009 00:00,10/08/2013 00:00,"97.65.16.20","97.65.16.0","US","com",39,21,1,30/06/2012 00:00,25/04/2013 00:00
496,"ftpaccess.cc",21222,869441,1,1,2120240,5501043,474223,09/01/2008 00:00,10/08/2013 00:00,"204.13.248.119","204.13.248.0","US","cc",34,22,1,24/11/2009 00:00,24/11/2009 00:00
497,"glenscott.co.uk",511,876630,1,1,3987,5801666,481704,22/08/2008 00:00,10/08/2013 00:00,"46.29.91.62","46.29.91.0","UK","uk",20,12,1,06/06/2009 00:00,06/06/2009 00:00
498,"recordcourier.com",28763,910074,1,1,4068185,20290911,1431423,15/01/2008 00:00,10/08/2013 00:00,"64.94.90.94","64.94.90.0","US","com",43,40,1,01/08/2012 00:00,27/01/2013 00:00
499,"lukol.com",2833,935655,1,1,414549,361279,172964,09/01/2008 00:00,10/08/2013 00:00,"204.62.13.160","204.62.13.0","US","com",36,27,1,17/04/2008 00:00,17/04/2008 00:00
500,"nelso.de",522,983519,1,1,2511908,702165,302230,12/05/2008 00:00,09/08/2013 00:00,"75.101.152.240","75.101.152.0","US","de",25,16,1,09/08/2009 00:00,09/08/2009 00:00
501,"tastydays.com",3998,986605,1,1,376675,421544,169999,06/02/2008 00:00,10/08/2013 00:00,"50.56.189.251","50.56.189.0","US","com",39,24,1,20/01/2013 00:00,20/01/2013 00:00
502,"webneger.de",45,-1,1,1,102,1521,1455,09/01/2008 00:00,20/07/2008 00:00,"88.198.44.8","88.198.44.0","DE","de",5,3,1,22/01/2008 00:00,22/01/2008 00:00
503,"financialgoodsite.info",4186,-1,1,1,266401,1127882,145355,17/04/2010 00:00,08/07/2013 00:00,"50.63.202.71","50.63.202.0","US","info",15,3,1,12/04/2011 00:00,12/04/2011 00:00
504,"gasta.ie",316,-1,1,1,469251,1594907,1594906,26/01/2008 00:00,20/03/2013 00:00,"91.210.235.70","91.210.235.0","IE","ie",4,0,1,08/10/2010 00:00,08/10/2010 00:00
505,"llzder.in",562,-1,1,1,183766,1454,1446,23/03/2012 00:00,,"62.157.140.133","62.157.140.0","DE","in",13,7,1,26/01/2008 00:00,26/01/2008 00:00
506,"las-vegas.fr",44,-1,1,1,657,653,167,07/03/2012 00:00,10/08/2013 00:00,"198.46.86.43","198.46.86.0","US","fr",22,11,1,12/12/2012 00:00,09/07/2013 00:00
507,"livecam-privat-online.de",3,-1,1,1,5,3342,3194,12/07/2008 00:00,17/03/2012 00:00,"92.242.144.2","92.242.144.0","UK","de",0,0,1,08/09/2008 00:00,08/09/2008 00:00
508,"lasvegasferie.dk",84,-1,1,1,1091,337,102,14/06/2013 00:00,10/08/2013 00:00,"198.46.86.43","198.46.86.0","US","dk",25,7,1,13/02/2013 00:00,04/07/2013 00:00
509,"webkatalog.de",1022,-1,1,1,482569,876955,427926,09/01/2008 00:00,14/04/2010 00:00,"62.104.23.42","62.104.23.0","DE","de",36,16,1,11/04/2009 00:00,11/04/2009 00:00
510,"sexual-women-big-titsq.eu",7,-1,1,1,4322,79194,79194,24/12/2008 00:00,15/01/2013 00:00,"91.121.81.175","91.121.81.0","FR","eu",0,0,1,09/04/2009 00:00,09/04/2009 00:00
511,"gourmetdirectory.info",456,-1,1,1,4378,14366,2492,18/08/2008 00:00,10/08/2013 00:00,"50.63.202.89","50.63.202.0","US","info",19,14,1,13/11/2012 00:00,13/11/2012 00:00
512,"nelso.fr",209,-1,1,1,1972973,571946,203717,01/10/2008 00:00,18/08/2009 00:00,"174.129.242.13","174.129.242.0","US","fr",24,9,1,04/08/2009 00:00,04/08/2009 00:00
513,"californiatravelvacation.info",133,-1,1,1,606640,72889,52614,27/11/2008 00:00,09/12/2009 00:00,"72.172.91.230","72.172.91.0","US","info",4,0,1,16/10/2009 00:00,16/10/2009 00:00
514,"pdir.de",60,-1,1,1,533,26216,22002,22/10/2010 00:00,10/08/2013 00:00,"78.47.27.246","78.47.27.0","DE","de",16,3,1,17/04/2011 00:00,09/07/2012 00:00
515,"nelso.in",253,-1,1,1,943336,328795,106535,11/05/2009 00:00,29/07/2013 00:00,"82.98.86.173","82.98.86.0","DE","in",28,1,1,05/08/2009 00:00,05/08/2009 00:00
516,"sanfrancisco-escort.net",0,-1,1,1,0,10947,10947,11/02/2011 00:00,28/10/2011 00:00,"82.199.87.205","82.199.87.0","NL","net",0,0,1,28/09/2011 00:00,28/09/2011 00:00
517,"reciticana.info",143,-1,1,1,12167,10887,677,19/08/2008 00:00,23/01/2009 00:00,"199.101.28.20","199.101.28.0","US","info",4,0,1,23/01/2009 00:00,23/01/2009 00:00
518,"nursingdirectory.org",421,-1,1,1,4447,153385,40655,29/01/2008 00:00,06/06/2013 00:00,"64.150.187.164","64.150.187.0","US","org",8,2,1,25/07/2012 00:00,25/07/2012 00:00
519,"newyork-escorts.org",1,-1,1,1,2,53842,53842,22/01/2011 00:00,12/03/2012 00:00,"82.199.87.205","82.199.87.0","NL","org",0,0,1,28/09/2011 00:00,28/09/2011 00:00
520,"mothersdaydirectory.org",38,-1,1,1,401,106360,15235,27/01/2008 00:00,18/06/2013 00:00,"64.150.187.164","64.150.187.0","US","org",5,5,1,24/07/2012 00:00,24/07/2012 00:00
521,"jasnlasvegas.org",163,-1,1,1,675,756,70,30/04/2012 00:00,10/08/2013 00:00,"199.34.228.100","199.34.228.0","US","org",15,19,1,05/08/2012 00:00,30/06/2013 00:00
522,"invegas.org",24,-1,1,1,67,4639,4416,05/07/2013 00:00,10/08/2013 00:00,"173.194.67.121","173.194.67.0","US","org",12,0,1,13/03/2013 00:00,13/03/2013 00:00
523,"food-critic.org",5,-1,1,1,6,111,102,24/03/2013 00:00,15/07/2013 00:00,"207.228.3.219","207.228.3.0","US","org",0,0,1,24/03/2013 00:00,24/03/2013 00:00
524,"drugrehabdirectory.org",154,-1,1,1,1944,166504,30863,27/01/2008 00:00,10/08/2013 00:00,"64.150.187.164","64.150.187.0","US","org",25,3,1,04/07/2012 00:00,04/07/2012 00:00
525,"disaccord.org",218,-1,1,1,325739,348924,37086,21/04/2008 00:00,14/09/2009 00:00,"199.101.28.20","199.101.28.0","US","org",13,0,1,03/10/2008 00:00,03/10/2008 00:00
526,"detroitescorts.org",1,-1,1,1,41,18943,18943,05/11/2008 00:00,25/02/2012 00:00,"82.199.87.205","82.199.87.0","NL","org",0,0,1,28/09/2011 00:00,28/09/2011 00:00
527,"obtestation.org",222,-1,1,1,427036,397151,35091,07/07/2008 00:00,18/01/2013 00:00,"67.215.77.132","67.215.77.0","US","org",12,0,1,31/08/2008 00:00,31/08/2008 00:00
528,"detroit-escorts.org",0,-1,1,1,0,16675,16674,29/01/2011 00:00,25/02/2012 00:00,"82.199.87.205","82.199.87.0","NL","org",0,0,1,28/09/2011 00:00,28/09/2011 00:00
529,"denver-escorts.org",0,-1,1,1,0,14009,14009,01/01/2009 00:00,11/03/2012 00:00,"82.199.87.205","82.199.87.0","NL","org",0,0,1,28/09/2011 00:00,28/09/2011 00:00
530,"denver-escort.org",0,-1,1,1,0,19057,19057,30/01/2011 00:00,11/03/2012 00:00,"82.199.87.205","82.199.87.0","NL","org",0,0,1,28/09/2011 00:00,28/09/2011 00:00
531,"dallas-escorts.org",1,-1,1,1,1,14583,14582,07/02/2011 00:00,12/10/2011 00:00,"82.199.87.205","82.199.87.0","NL","org",0,0,1,28/09/2011 00:00,28/09/2011 00:00
532,"costaricatourguide.org",377,-1,1,1,5669,1157636,342692,24/12/2008 00:00,05/12/2012 00:00,"69.43.161.178","69.43.161.0","US","org",7,5,1,31/07/2010 00:00,31/07/2010 00:00
533,"christmasmall.org",387,-1,1,1,3344,152523,22386,24/01/2008 00:00,20/06/2013 00:00,"64.150.187.164","64.150.187.0","US","org",10,13,1,26/06/2012 00:00,26/06/2012 00:00
534,"cheap-hotel-las-vegas.org",4,-1,1,1,10,672,469,16/11/2010 00:00,23/01/2011 00:00,"64.34.215.130","64.34.215.0","US","org",0,0,1,17/12/2010 00:00,17/12/2010 00:00
535,"betdirectory.org",105,-1,1,1,1792,108742,16224,30/01/2008 00:00,20/06/2013 00:00,"64.150.187.164","64.150.187.0","US","org",6,4,1,26/06/2012 00:00,26/06/2012 00:00
