"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_printingshop.com","FirstLinkDate_printingshop.com","LastLinkDate_printingshop.com"
774,"theclearingchannel.com",17,-1,1,1,28,278,125,13/11/2010 00:00,27/07/2013 00:00,"174.120.21.250","174.120.21.0","US","com",8,3,1,27/11/2011 00:00,18/12/2011 00:00
775,"patrickbentley.dk",183,-1,1,1,1104,1521,883,23/01/2008 00:00,10/08/2013 00:00,"46.30.211.50","46.30.211.0","DK","dk",14,16,1,25/07/2012 00:00,25/07/2012 00:00
776,"thechatroulettegirls.com",1183,-1,1,1,41910,21760,11083,07/10/2010 00:00,10/08/2013 00:00,"97.74.215.191","97.74.215.0","US","com",21,6,1,13/06/2012 00:00,13/06/2012 00:00
777,"orlandojorgemera.com.do",339,-1,1,1,23920,23736,18732,24/01/2008 00:00,10/08/2013 00:00,"98.129.229.182","98.129.229.0","US","do",25,8,1,08/07/2013 00:00,11/07/2013 00:00
778,"c2l.eu",31178,-1,1,1,1571076,1086222,283975,23/07/2009 00:00,10/08/2013 00:00,"188.121.55.128","188.121.55.0","NL","eu",57,15,1,05/09/2012 00:00,05/09/2012 00:00
779,"6y9.net",19404,-1,1,1,196528,198350,47554,02/07/2008 00:00,01/02/2013 00:00,"82.98.135.43","82.98.135.0","ES","net",24,7,1,28/03/2012 00:00,28/03/2012 00:00
780,"57m.net",1649,-1,1,1,987078,4852948,705139,27/01/2008 00:00,10/08/2013 00:00,"98.126.11.18","98.126.11.0","US","net",26,11,1,02/12/2012 00:00,02/12/2012 00:00
781,"4g7.net",163,-1,1,1,40550,158389,81145,19/11/2011 00:00,10/08/2013 00:00,"174.136.13.137","174.136.13.0","US","net",22,10,1,21/12/2011 00:00,09/01/2012 00:00
782,"4-3-3.net",4561,-1,1,1,152335,114187,34514,21/11/2009 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","net",32,5,1,27/10/2011 00:00,27/10/2011 00:00
783,"lastorres.com.mx",11119,-1,1,1,2117408,122007,47802,08/11/2008 00:00,06/05/2013 00:00,"94.23.230.218","94.23.230.0","FR","mx",15,3,1,07/08/2012 00:00,03/05/2013 00:00
784,"oksalis.lt",4890,-1,1,1,50365,208966,90667,24/01/2008 00:00,10/08/2013 00:00,"92.61.33.227","92.61.33.0","LT","lt",35,18,1,29/03/2012 00:00,29/03/2012 00:00
785,"e-baldai.lt",6,-1,1,1,918,524624,524623,24/01/2008 00:00,28/06/2013 00:00,"193.219.6.170","193.219.6.0","LT","lt",0,0,1,20/10/2009 00:00,20/10/2009 00:00
786,"kackad.kz",10989,-1,1,1,876090,545901,256765,24/01/2008 00:00,10/08/2013 00:00,"195.16.88.147","195.16.88.0","UA","kz",37,9,1,13/03/2012 00:00,13/03/2012 00:00
787,"mz.gov.kz",3296,-1,1,1,632811,305376,194092,24/01/2008 00:00,10/08/2013 00:00,"212.19.129.155","212.19.129.0","KZ","kz",30,34,1,01/02/2012 00:00,01/02/2012 00:00
788,"wireless-campus.it",2845,-1,1,1,40200,15986,3492,09/01/2008 00:00,10/08/2013 00:00,"193.204.198.6","193.204.198.0","IT","it",34,17,1,23/05/2012 00:00,19/10/2012 00:00
789,"samuelecini.it",25848,-1,1,1,367787,21048,16380,17/03/2009 00:00,10/08/2013 00:00,"62.149.140.21","62.149.140.0","IT","it",29,2,1,24/03/2013 00:00,24/03/2013 00:00
790,"msghelp.it",3864,-1,1,1,76002,282611,107354,22/03/2008 00:00,22/07/2013 00:00,"216.8.179.25","216.8.179.0","CA","it",20,7,1,10/01/2012 00:00,10/01/2012 00:00
791,"roswellvirusremoval.info",57,-1,1,1,1818,1381,107,03/05/2011 00:00,08/01/2012 00:00,"","","","info",8,0,1,15/12/2011 00:00,27/01/2012 00:00
792,"quit-smoking-solutions.info",68,-1,1,1,304,150195,68214,13/10/2011 00:00,21/06/2013 00:00,"176.74.176.167","176.74.176.0","UK","info",5,0,1,24/11/2011 00:00,24/11/2011 00:00
793,"northatlantacomputerrepair.info",135,-1,1,1,1479,16098,3967,03/05/2011 00:00,02/02/2012 00:00,"69.194.224.187","69.194.224.0","US","info",9,0,1,08/12/2011 00:00,08/12/2011 00:00
794,"manoloblahnikwholesale.info",102,-1,1,1,508,242,42,24/12/2011 00:00,,"67.215.66.132","67.215.66.0","US","info",8,0,1,25/11/2011 00:00,27/01/2012 00:00
795,"gajitgame.info",780,-1,1,1,7726,5830,3791,03/09/2010 00:00,15/04/2013 00:00,"50.63.202.93","50.63.202.0","US","info",14,0,1,23/11/2011 00:00,25/01/2012 00:00
796,"connectseo.info",321,-1,1,1,1546,166653,46756,20/10/2010 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","info",20,8,1,16/02/2012 00:00,16/02/2012 00:00
797,"askedfor.info",843,-1,1,1,10390,376480,159553,10/10/2011 00:00,01/07/2013 00:00,"141.101.116.206","141.101.116.0","EU","info",13,2,1,24/11/2011 00:00,24/11/2011 00:00
798,"1linkz.info",13424,-1,1,1,149539,1088342,143173,02/01/2011 00:00,16/07/2013 00:00,"194.145.208.235","194.145.208.0","NL","info",30,6,1,11/01/2012 00:00,11/01/2012 00:00
799,"tweet-this.co.il",2134,-1,1,1,65599,107625,19427,02/02/2011 00:00,18/12/2012 00:00,"199.101.28.20","199.101.28.0","US","il",9,10,1,27/09/2011 00:00,27/09/2011 00:00
800,"manchoi.hk",17586,-1,1,1,353878,98964,36799,28/12/2008 00:00,08/08/2013 00:00,"180.92.181.69","180.92.181.0","HK","hk",19,11,1,23/01/2012 00:00,23/01/2012 00:00
801,"hknewage.hk",4544,-1,1,1,25452,88226,28814,12/09/2008 00:00,10/08/2013 00:00,"202.65.196.181","202.65.196.0","HK","hk",19,22,1,23/01/2012 00:00,23/01/2012 00:00
802,"alfa-edu.gr",24895,-1,1,1,328941,133743,63505,24/05/2009 00:00,28/02/2012 00:00,"199.101.28.20","199.101.28.0","US","gr",15,3,1,14/11/2011 00:00,14/11/2011 00:00
803,"zabavan.fr",84,-1,1,1,174,2615,2538,03/07/2013 00:00,10/08/2013 00:00,"213.186.33.19","213.186.33.0","FR","fr",17,0,1,01/08/2013 00:00,01/08/2013 00:00
804,"indras.es",4755,-1,1,1,57918,25247,6031,11/09/2008 00:00,10/08/2013 00:00,"91.142.211.58","91.142.211.0","ES","es",12,10,1,22/05/2012 00:00,18/10/2012 00:00
805,"maxpellblog.com",274,-1,1,1,2949,44143,13992,02/01/2011 00:00,10/08/2013 00:00,"173.201.146.128","173.201.146.0","US","com",23,19,1,21/07/2012 00:00,21/07/2012 00:00
806,"thecenterforpositiveaging.com",134,-1,1,1,782,859,430,18/12/2008 00:00,10/08/2013 00:00,"69.89.31.130","69.89.31.0","US","com",21,11,1,22/11/2011 00:00,29/12/2011 00:00
807,"textbookwriting.com",57,-1,1,1,298,108,38,07/07/2013 00:00,10/08/2013 00:00,"68.178.254.228","68.178.254.0","US","com",10,0,1,19/06/2012 00:00,19/06/2012 00:00
808,"rap-dome.com",1449,-1,1,1,16259,144026,47414,13/01/2008 00:00,23/02/2013 00:00,"69.175.104.50","69.175.104.0","US","com",11,9,1,19/07/2012 00:00,14/01/2013 00:00
809,"rallyegolfmuseum.com",105,-1,1,1,543,671,340,18/02/2011 00:00,10/08/2013 00:00,"85.214.62.137","85.214.62.0","DE","com",8,1,1,29/11/2011 00:00,14/03/2012 00:00
810,"publicventriloserver.com",4234,-1,1,1,20005,42089,10304,21/02/2010 00:00,14/12/2012 00:00,"64.74.223.49","64.74.223.0","US","com",11,0,1,21/11/2011 00:00,21/11/2011 00:00
811,"premium88.com",1714,-1,1,1,36848,174185,38371,23/01/2010 00:00,10/08/2013 00:00,"67.18.123.217","67.18.123.0","US","com",17,4,1,31/10/2011 00:00,31/10/2011 00:00
812,"portland-or-homesforsale.com",37,-1,1,1,132,234,24,01/05/2011 00:00,11/04/2012 00:00,"174.120.11.7","174.120.11.0","US","com",5,0,1,19/12/2011 00:00,19/12/2011 00:00
813,"polooutletstorer.com",395,-1,1,1,3182,552,229,09/10/2012 00:00,10/08/2013 00:00,"64.90.54.210","64.90.54.0","US","com",13,0,1,21/06/2012 00:00,21/06/2012 00:00
814,"pinecrestcpa.com",17,-1,1,1,1313,2256,1574,15/04/2011 00:00,16/07/2013 00:00,"72.167.232.196","72.167.232.0","US","com",8,0,1,06/09/2012 00:00,04/03/2013 00:00
815,"pestermom.com",18046,-1,1,1,315799,320940,158844,24/01/2008 00:00,10/08/2013 00:00,"69.163.248.77","69.163.248.0","US","com",31,28,1,28/12/2012 00:00,28/12/2012 00:00
816,"perkymomsvids.com",2719,-1,1,1,38362,7750,4283,30/01/2008 00:00,10/08/2013 00:00,"74.117.179.23","74.117.179.0","US","com",23,6,1,14/07/2012 00:00,14/07/2012 00:00
817,"ozgti.com",1063,-1,1,1,15973,150861,41338,20/06/2012 00:00,10/08/2013 00:00,"103.23.148.190","103.23.148.0","AU","com",18,3,1,12/06/2013 00:00,12/06/2013 00:00
818,"oujforum.com",1073,-1,1,1,6509,3382512,75280,21/11/2010 00:00,26/12/2012 00:00,"67.215.66.132","67.215.66.0","US","com",11,2,1,14/06/2012 00:00,14/06/2012 00:00
819,"onlybigmoms.com",1125,-1,1,1,8278,3021,2030,11/02/2008 00:00,10/08/2013 00:00,"74.117.176.18","74.117.176.0","US","com",14,2,1,19/11/2011 00:00,21/11/2011 00:00
820,"omarwireless.com",41,-1,1,1,113,418,254,27/08/2010 00:00,10/08/2013 00:00,"184.168.192.41","184.168.192.0","US","com",7,0,1,16/12/2011 00:00,16/12/2011 00:00
821,"om4w.com",607,-1,1,1,4888,21041,13178,26/04/2011 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",21,5,1,26/06/2012 00:00,22/12/2012 00:00
822,"njoom-allel.com",3010,-1,1,1,75044,3931901,433115,26/03/2008 00:00,10/08/2013 00:00,"96.44.151.78","96.44.151.0","US","com",30,8,1,30/06/2012 00:00,25/05/2013 00:00
823,"ninaten.com",7,-1,1,1,33,54,44,30/06/2013 00:00,31/07/2013 00:00,"216.172.175.68","216.172.175.0","US","com",10,3,1,28/02/2013 00:00,30/06/2013 00:00
824,"nightroyale.com",534,-1,1,1,3120,5020,3799,23/05/2010 00:00,10/08/2013 00:00,"195.110.124.133","195.110.124.0","IT","com",26,6,1,05/12/2011 00:00,05/12/2011 00:00
825,"nextwavemusic.com",12203,-1,1,1,135677,148629,57192,13/10/2009 00:00,15/07/2013 00:00,"67.215.66.132","67.215.66.0","US","com",22,3,1,30/10/2011 00:00,30/10/2011 00:00
826,"newsmartech.com",125,-1,1,1,655,761,677,15/12/2011 00:00,,"69.43.161.180","69.43.161.0","US","com",13,6,1,15/12/2011 00:00,15/12/2011 00:00
827,"nestoryarchive.com",10463,-1,1,1,189822,209320,81667,24/01/2009 00:00,08/08/2013 00:00,"199.59.243.106","199.59.243.0","US","com",28,7,1,04/07/2012 00:00,04/07/2012 00:00
828,"ncworkcomp.com",823,-1,1,1,3923,17553,4020,26/08/2008 00:00,12/02/2013 00:00,"209.59.6.40","209.59.6.0","US","com",6,4,1,13/06/2012 00:00,13/06/2012 00:00
829,"mlmbadboy.com",88,-1,1,1,362,53348,27611,18/05/2011 00:00,10/02/2013 00:00,"184.168.221.92","184.168.221.0","US","com",6,0,1,14/12/2011 00:00,14/12/2011 00:00
830,"misskateharris.com",103,-1,1,1,1065,1175,75,07/08/2012 00:00,,"69.43.161.167","69.43.161.0","US","com",12,0,1,21/06/2012 00:00,21/06/2012 00:00
831,"migrentedavisi.com",32,-1,1,1,59,2039,1804,28/02/2011 00:00,08/08/2013 00:00,"37.77.3.254","37.77.3.0","TR","com",9,0,1,22/11/2011 00:00,22/11/2011 00:00
832,"mibazaar.com",9896,-1,1,1,331903,40599,19906,27/01/2008 00:00,10/08/2013 00:00,"98.138.19.88","98.138.19.0","US","com",39,27,1,02/01/2013 00:00,02/01/2013 00:00
833,"researchexamples.com",568,-1,1,1,5286,34388,14413,23/09/2010 00:00,10/08/2013 00:00,"66.96.147.111","66.96.147.0","US","com",21,1,1,02/04/2013 00:00,02/04/2013 00:00
834,"thatdamnlesbian.com",31,-1,1,1,49,2572,2159,06/09/2010 00:00,15/09/2012 00:00,"69.89.31.204","69.89.31.0","US","com",5,0,1,26/11/2011 00:00,07/01/2012 00:00
835,"reviiew.com",8458,-1,1,1,768004,1454809,188997,23/01/2011 00:00,10/08/2013 00:00,"173.229.1.166","173.229.1.0","US","com",49,11,1,14/06/2012 00:00,14/06/2012 00:00
836,"rexaonline.com",85,-1,1,1,419,3003,1627,10/07/2010 00:00,16/07/2013 00:00,"202.90.194.173","202.90.194.0","ID","com",7,0,1,18/12/2011 00:00,18/12/2011 00:00
837,"telejoke.com",17189,-1,1,1,413141,639390,129401,19/08/2008 00:00,05/08/2013 00:00,"174.120.202.219","174.120.202.0","US","com",26,10,1,12/11/2012 00:00,12/11/2012 00:00
838,"suescruton.com",23,-1,1,1,49,1457,7,17/01/2013 00:00,,"74.220.219.79","74.220.219.0","US","com",5,0,1,27/11/2011 00:00,27/11/2011 00:00
839,"strongpedia.com",10530,-1,1,1,345756,246917,131227,30/03/2011 00:00,10/08/2013 00:00,"173.254.28.70","173.254.28.0","US","com",40,17,1,29/06/2013 00:00,29/06/2013 00:00
840,"streetroyaltytv.com",906,-1,1,1,5247,37430,30992,13/10/2009 00:00,25/07/2013 00:00,"97.74.144.108","97.74.144.0","US","com",31,4,1,05/04/2013 00:00,05/04/2013 00:00
841,"vietthinh.vn",306,-1,1,1,3063,10202,2217,13/01/2011 00:00,10/08/2013 00:00,"123.30.185.46","123.30.185.0","VN","vn",12,2,1,29/04/2012 00:00,29/04/2012 00:00
842,"southcarolina.com",3850,-1,1,1,304373,15892033,852260,02/02/2008 00:00,10/08/2013 00:00,"208.113.96.217","208.113.96.0","US","com",29,32,1,28/02/2011 00:00,28/02/2011 00:00
843,"sourceside.com",1898,-1,1,1,14235,281140,112664,09/02/2008 00:00,20/01/2013 00:00,"67.215.66.132","67.215.66.0","US","com",10,1,1,16/10/2011 00:00,16/10/2011 00:00
844,"sonshinetvradyo.com",309,-1,1,1,17726,45268,31925,13/09/2010 00:00,09/08/2013 00:00,"208.109.181.150","208.109.181.0","US","com",16,10,1,07/05/2013 00:00,07/05/2013 00:00
845,"soldbyshawna.com",330,-1,1,1,1667,841,494,31/05/2012 00:00,10/08/2013 00:00,"50.63.202.45","50.63.202.0","US","com",9,3,1,27/07/2012 00:00,27/07/2012 00:00
846,"soapstoneforum.com",2465,-1,1,1,15839,14802,2066,14/10/2011 00:00,08/08/2013 00:00,"69.43.161.170","69.43.161.0","US","com",22,3,1,21/03/2012 00:00,21/03/2012 00:00
847,"smses.com",1076,-1,1,1,21324,62334,16995,27/11/2010 00:00,10/08/2013 00:00,"208.106.221.210","208.106.221.0","US","com",18,20,1,03/11/2011 00:00,03/11/2011 00:00
848,"smileys-war.com",14145,-1,1,1,106869,344125,122591,05/02/2008 00:00,10/08/2013 00:00,"67.205.63.149","67.205.63.0","US","com",24,25,1,04/07/2012 00:00,04/07/2012 00:00
849,"smallbusinessgrantwriting.com",22,-1,1,1,37,128,75,03/11/2010 00:00,10/08/2013 00:00,"68.178.254.228","68.178.254.0","US","com",8,0,1,19/11/2011 00:00,19/11/2011 00:00
850,"slolari.com",2084,-1,1,1,41448,25025,9755,08/03/2008 00:00,10/08/2013 00:00,"68.178.211.35","68.178.211.0","US","com",23,2,1,26/07/2012 00:00,26/07/2012 00:00
851,"sitelogr.com",12010,-1,1,1,1935219,3398912,840844,18/09/2009 00:00,25/07/2013 00:00,"184.172.152.187","184.172.152.0","US","com",37,17,1,16/12/2009 00:00,16/12/2009 00:00
852,"sitedeets.com",276,-1,1,1,2786,635148,149001,01/08/2012 00:00,10/08/2013 00:00,"141.101.117.199","141.101.117.0","EU","com",14,5,1,24/06/2013 00:00,24/06/2013 00:00
853,"sh-pingtan.com",4512,-1,1,1,34641,110014,59151,21/05/2008 00:00,10/08/2013 00:00,"222.68.17.162","222.68.17.0","CN","com",22,39,1,26/07/2012 00:00,26/07/2012 00:00
854,"segundobarrioscene.com",57,-1,1,1,87,1410,743,04/06/2010 00:00,20/07/2013 00:00,"69.163.202.48","69.163.202.0","US","com",9,7,1,14/12/2011 00:00,14/12/2011 00:00
855,"sd-sunnah.com",19579,-1,1,1,654179,458081,178905,15/01/2008 00:00,09/08/2013 00:00,"216.218.245.175","216.218.245.0","US","com",27,19,1,05/07/2012 00:00,05/07/2012 00:00
856,"scriptperfect.com",282,-1,1,1,961,1651,1412,21/04/2009 00:00,10/08/2013 00:00,"70.32.83.137","70.32.83.0","US","com",8,8,1,06/12/2011 00:00,06/12/2011 00:00
857,"roccocozzafitness.com",125,-1,1,1,1806,773,583,24/01/2011 00:00,25/05/2013 00:00,"208.113.168.203","208.113.168.0","US","com",8,1,1,19/06/2012 00:00,19/06/2012 00:00
858,"robbyramdin.com",450,-1,1,1,10297,9093,6441,17/08/2008 00:00,10/08/2013 00:00,"184.154.165.114","184.154.165.0","US","com",31,11,1,05/12/2011 00:00,05/12/2011 00:00
859,"rizvanhasan.com",3784,-1,1,1,144927,241899,150102,03/11/2011 00:00,10/08/2013 00:00,"69.175.26.162","69.175.26.0","US","com",27,3,1,29/03/2013 00:00,12/07/2013 00:00
860,"righttosay.com",1882,-1,1,1,28525,16635,12262,16/04/2011 00:00,10/08/2013 00:00,"206.214.218.138","206.214.218.0","US","com",30,2,1,06/08/2013 00:00,06/08/2013 00:00
861,"rhiannonartecelta.com",14057,-1,1,1,113351,269778,38692,03/08/2008 00:00,07/08/2013 00:00,"82.98.134.9","82.98.134.0","ES","com",21,9,1,20/08/2012 00:00,20/08/2012 00:00
862,"revista24siete.com",281,-1,1,1,9285,2069,762,18/03/2008 00:00,27/07/2013 00:00,"82.98.86.163","82.98.86.0","DE","com",9,8,1,16/12/2011 00:00,16/12/2011 00:00
863,"miatech.co.za",1876,-1,1,1,8271,38320,9559,18/09/2008 00:00,09/08/2013 00:00,"41.160.153.68","41.160.153.0","ZA","za",14,1,1,25/06/2012 00:00,25/06/2012 00:00
