"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_printingshop.com","FirstLinkDate_printingshop.com","LastLinkDate_printingshop.com"
368,"kopteri.net",4135,-1,1,2,136497,94313,65368,24/01/2008 00:00,10/08/2013 00:00,"80.95.135.10","80.95.135.0","FI","net",34,25,2,12/08/2012 00:00,28/05/2013 00:00
369,"telokkurau.com",9262,-1,1,2,158603,119488,68321,20/12/2008 00:00,24/07/2013 00:00,"66.96.160.138","66.96.160.0","US","com",14,2,2,20/12/2011 00:00,20/12/2011 00:00
370,"tdcshop.com",93,-1,1,2,1046,8042,6110,02/12/2009 00:00,11/02/2012 00:00,"107.20.206.69","107.20.206.0","US","com",7,11,2,17/11/2011 00:00,17/11/2011 00:00
371,"thriller-ebooks.de",184,-1,1,2,1528,3734,1888,10/12/2009 00:00,18/01/2013 00:00,"195.143.188.164","195.143.188.0","UK","de",9,1,2,19/11/2011 00:00,19/11/2011 00:00
372,"studentische-mitte.de",55401,-1,1,2,3260329,1787049,939310,31/03/2008 00:00,10/08/2013 00:00,"87.106.23.68","87.106.23.0","DE","de",32,5,2,19/06/2012 00:00,19/06/2012 00:00
373,"shanemesser.com",214,-1,1,2,4813,1102,870,27/03/2011 00:00,08/08/2013 00:00,"69.167.170.84","69.167.170.0","US","com",11,3,2,08/12/2011 00:00,08/12/2011 00:00
374,"tuninghell.com",5173,-1,1,2,47131,418394,100703,09/07/2010 00:00,10/08/2013 00:00,"176.9.23.121","176.9.23.0","DE","com",43,6,2,21/06/2013 00:00,24/06/2013 00:00
375,"mobilei.net",1,-1,1,2,2,359342,359342,29/01/2008 00:00,25/06/2013 00:00,"211.106.65.111","211.106.65.0","KR","net",0,0,2,22/08/2009 00:00,22/08/2009 00:00
376,"natural-skincare-products.info",478,-1,1,2,23287,4969,2260,10/04/2011 00:00,09/02/2013 00:00,"216.172.170.48","216.172.170.0","US","info",9,0,2,16/05/2012 00:00,22/12/2012 00:00
377,"moltqaa.net",6348,-1,1,2,82126,108321,30332,03/06/2008 00:00,10/08/2013 00:00,"5.153.2.232","5.153.2.0","NL","net",35,4,2,16/05/2012 00:00,08/08/2012 00:00
378,"hatforum.net",2722,-1,1,2,49171,11812,2676,29/01/2008 00:00,27/08/2012 00:00,"209.15.13.134","209.15.13.0","US","net",7,0,2,21/04/2012 00:00,21/04/2012 00:00
379,"seolinksdir.info",8,-1,1,2,26,112971,14797,23/02/2013 00:00,10/08/2013 00:00,"100.42.55.2","100.42.55.0","US","info",8,0,2,11/03/2013 00:00,11/03/2013 00:00
380,"thelahore.info",184,-1,1,2,2063,63237,30484,01/11/2010 00:00,04/02/2013 00:00,"74.53.180.236","74.53.180.0","US","info",8,0,2,01/12/2011 00:00,03/12/2011 00:00
381,"webdirectorylinks.info",0,-1,1,2,0,605004,605004,18/05/2009 00:00,26/01/2013 00:00,"108.163.201.234","108.163.201.0","US","info",0,0,2,16/02/2012 00:00,16/02/2012 00:00
382,"frankvandervorm.nl",9574,-1,1,2,68200,148322,85587,04/12/2008 00:00,28/06/2013 00:00,"188.93.150.34","188.93.150.0","NL","nl",21,5,2,01/03/2013 00:00,01/03/2013 00:00
383,"ethicalway.it",41,-1,1,2,1169,871,551,16/01/2013 00:00,10/08/2013 00:00,"62.149.140.236","62.149.140.0","IT","it",24,2,2,24/11/2011 00:00,24/11/2011 00:00
384,"shopfluff.com",376,-1,1,2,6403,6940,5732,27/07/2009 00:00,10/08/2013 00:00,"69.163.248.19","69.163.248.0","US","com",17,1,2,28/11/2011 00:00,28/11/2011 00:00
385,"medicalmarijuanavirginia.net",49,-1,1,2,514,3954,3692,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",15,0,2,13/03/2013 00:00,09/08/2013 00:00
386,"veomotor.com",6370,-1,1,2,442767,77657,70498,03/02/2009 00:00,31/07/2013 00:00,"174.120.171.156","174.120.171.0","US","com",34,7,2,08/07/2013 00:00,08/07/2013 00:00
387,"borsam.net",1509,-1,1,2,6586,3028076,88260,11/06/2009 00:00,30/06/2013 00:00,"208.91.198.102","208.91.198.0","US","net",11,3,2,19/09/2011 00:00,15/04/2012 00:00
388,"raskaoblast.com",3813,-1,1,2,26363,143305,73694,19/01/2008 00:00,10/08/2013 00:00,"31.170.106.46","31.170.106.0","DE","com",29,18,2,22/08/2012 00:00,24/12/2012 00:00
389,"myorganicbabyblog.com",84,-1,1,2,1377,1846,1458,08/12/2011 00:00,10/08/2013 00:00,"173.201.141.1","173.201.141.0","US","com",10,5,2,18/11/2011 00:00,18/11/2011 00:00
390,"myexclusiveblog.com",1005,-1,1,2,27429,162101,50393,14/05/2011 00:00,10/04/2013 00:00,"64.74.223.43","64.74.223.0","US","com",12,1,2,27/05/2012 00:00,22/12/2012 00:00
391,"myblogvoice.com",32237,-1,1,2,2268632,698153,367088,09/01/2008 00:00,29/04/2013 00:00,"64.74.223.49","64.74.223.0","US","com",27,13,2,27/11/2011 00:00,08/01/2012 00:00
392,"biglustyboobs.com",366,-1,1,2,3187,79125,53408,02/08/2008 00:00,10/08/2013 00:00,"173.245.60.78","173.245.60.0","US","com",10,2,2,18/12/2011 00:00,14/06/2012 00:00
393,"pocketx.ru",8327,-1,1,2,2981911,2043323,474334,22/01/2008 00:00,10/08/2013 00:00,"46.4.96.211","46.4.96.0","DE","ru",43,16,2,12/06/2012 00:00,12/06/2012 00:00
394,"nikol.net.ru",9336,-1,1,2,103125,200981,59793,04/11/2008 00:00,01/08/2013 00:00,"80.93.49.30","80.93.49.0","RU","ru",27,5,2,19/04/2012 00:00,10/05/2012 00:00
395,"bnilasvegas.com",166,-1,1,2,809,1235,1192,04/03/2008 00:00,10/08/2013 00:00,"83.138.153.47","83.138.153.0","UK","com",16,19,2,18/04/2013 00:00,04/07/2013 00:00
396,"businessresourcehq.com",272,-1,1,2,1090,2807,1799,30/04/2008 00:00,11/11/2012 00:00,"208.73.211.152","208.73.211.0","US","com",7,0,2,16/12/2011 00:00,16/12/2011 00:00
397,"chesapeakecrawler.com",0,-1,1,2,0,152561,152561,14/05/2009 00:00,03/04/2010 00:00,"","","","com",0,0,2,24/02/2010 00:00,24/02/2010 00:00
398,"connecttovision.com",4554,-1,1,2,26340,27353,24445,24/01/2011 00:00,10/08/2013 00:00,"174.132.249.2","174.132.249.0","US","com",28,11,2,19/05/2013 00:00,24/07/2013 00:00
399,"cougarenvy.com",860,-1,1,2,84045,3977,3766,17/11/2010 00:00,10/08/2013 00:00,"66.172.58.50","66.172.58.0","US","com",19,4,2,22/11/2011 00:00,22/11/2011 00:00
400,"flowerarrangementideas.com",4150,-1,1,2,63393,198121,73502,05/12/2010 00:00,10/08/2013 00:00,"208.109.78.133","208.109.78.0","US","com",33,7,2,04/04/2013 00:00,04/04/2013 00:00
401,"cnt.net.pl",974,-1,1,2,22320,412333,16427,29/04/2011 00:00,10/08/2013 00:00,"178.19.106.230","178.19.106.0","PL","pl",19,3,2,22/11/2011 00:00,31/03/2012 00:00
402,"framebay.com",441,-1,1,2,6515,226746,34878,24/05/2011 00:00,10/08/2013 00:00,"213.186.33.3","213.186.33.0","FR","com",14,2,2,26/01/2012 00:00,20/06/2012 00:00
403,"mkforums.com",5246,-1,1,2,53218,329774,36426,22/12/2011 00:00,06/07/2012 00:00,"208.91.197.13","208.91.197.0","UK","com",18,4,2,13/05/2012 00:00,13/05/2012 00:00
404,"getamajorcreditcard.com",529,-1,1,2,70923,2385,692,11/12/2011 00:00,13/09/2012 00:00,"67.215.66.132","67.215.66.0","US","com",10,5,2,13/06/2012 00:00,19/10/2012 00:00
405,"getausjobtoday.com",1,-1,1,2,46456,21427,14930,25/05/2013 00:00,06/08/2013 00:00,"","","","com",0,0,2,25/05/2013 00:00,25/05/2013 00:00
406,"kothapallyarun.com",328,-1,1,2,2940,8535,2717,04/07/2011 00:00,15/07/2013 00:00,"174.120.234.5","174.120.234.0","US","com",13,4,2,25/04/2012 00:00,25/04/2012 00:00
407,"lyricstom.com",415,-1,1,2,19024,6932,3400,06/04/2011 00:00,08/08/2013 00:00,"174.36.14.146","174.36.14.0","US","com",12,0,2,01/12/2011 00:00,01/12/2011 00:00
408,"medicalmarijuanamaryland.org",121,-1,1,2,799,4393,3758,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",19,0,2,10/06/2013 00:00,10/06/2013 00:00
409,"nafahsv.org",33,-1,1,2,1691,195,36,03/05/2011 00:00,10/08/2013 00:00,"219.94.142.192","219.94.142.0","JP","org",11,17,2,01/12/2011 00:00,22/12/2011 00:00
410,"ifishdeals.com",370,-1,1,2,1974,3047,2947,21/06/2012 00:00,10/08/2013 00:00,"205.234.140.231","205.234.140.0","US","com",18,1,2,21/06/2012 00:00,21/06/2012 00:00
411,"host1host.com",1118,-1,1,2,245473,4956,4323,24/05/2010 00:00,10/08/2013 00:00,"173.254.28.143","173.254.28.0","US","com",25,6,2,05/12/2011 00:00,02/05/2012 00:00
412,"nacpsi2009.com",289,-1,1,2,9989,638,544,16/01/2010 00:00,14/04/2012 00:00,"199.101.28.20","199.101.28.0","US","com",7,3,2,30/11/2011 00:00,21/12/2011 00:00
413,"louisianamedicalmarijuana.org",114,-1,1,2,604,4502,3959,19/06/2012 00:00,02/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",19,1,2,26/04/2013 00:00,27/07/2013 00:00
414,"make-money-online-blogging.com",1560,-1,1,2,17302,84531,22252,28/03/2011 00:00,07/08/2013 00:00,"162.144.158.36","162.144.158.0","US","com",14,2,2,01/11/2011 00:00,01/11/2011 00:00
415,"hermeticcircle.com",100,-1,1,2,454,2844,2275,12/10/2010 00:00,01/08/2012 00:00,"63.156.206.202","63.156.206.0","US","com",6,1,2,21/06/2012 00:00,18/07/2012 00:00
416,"zdaemon.org",4454,-1,1,2,133072,535255,216675,22/01/2008 00:00,10/08/2013 00:00,"78.47.240.170","78.47.240.0","DE","org",38,41,2,24/07/2012 00:00,24/07/2012 00:00
417,"mataspam.com",1245,-1,1,2,49493,65846,24221,17/02/2008 00:00,10/08/2013 00:00,"173.233.77.122","173.233.77.0","US","com",30,32,2,30/07/2012 00:00,25/05/2013 00:00
418,"golf5r32.com",1171,-1,1,2,12379,322702,67946,06/02/2008 00:00,04/03/2012 00:00,"85.214.129.241","85.214.129.0","DE","com",9,4,2,14/01/2012 00:00,14/01/2012 00:00
419,"glendale-homes-for-sale.com",42,-1,1,2,91,1855,907,25/10/2009 00:00,22/04/2012 00:00,"174.121.37.86","174.121.37.0","US","com",5,0,2,23/11/2011 00:00,23/11/2011 00:00
420,"homeloansinorange.com",3,-1,1,2,4,889749,889749,16/02/2008 00:00,30/06/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",0,0,2,15/07/2009 00:00,19/10/2009 00:00
421,"loanpaydaylender.com",12,-1,1,2,19,3223,1467,14/02/2011 00:00,10/08/2013 00:00,"83.170.69.53","83.170.69.0","UK","com",0,0,2,27/11/2011 00:00,05/12/2011 00:00
422,"icatu.org",251,-1,1,2,3850,2747341,142875,26/01/2008 00:00,09/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","org",16,19,2,19/12/2011 00:00,09/01/2012 00:00
423,"vdialog.ru",5150,-1,1,2,34911,44057,10579,21/01/2008 00:00,10/08/2013 00:00,"80.93.62.129","80.93.62.0","RU","ru",40,2,2,13/06/2012 00:00,13/06/2012 00:00
424,"tuvanduhoc.vn",5585,-1,1,2,177440,202339,71206,21/06/2008 00:00,29/07/2013 00:00,"125.253.119.14","125.253.119.0","VN","vn",19,2,2,11/06/2012 00:00,11/06/2012 00:00
425,"chix4acause.org",171,-1,1,2,656,422,234,21/02/2008 00:00,07/08/2013 00:00,"184.168.72.238","184.168.72.0","US","org",17,5,2,04/12/2011 00:00,04/12/2011 00:00
426,"aikido.org.au",7848,-1,1,2,181155,88065,37572,31/01/2008 00:00,10/08/2013 00:00,"202.124.241.200","202.124.241.0","AU","au",24,26,2,25/03/2012 00:00,25/03/2012 00:00
427,"chirobevel.be",3293,-1,1,2,16202,188555,55046,28/10/2009 00:00,10/08/2013 00:00,"46.30.211.54","46.30.211.0","DK","be",29,9,2,25/06/2012 00:00,25/06/2012 00:00
428,"progettandovacanze.com",283,-1,1,2,2355,5635,2788,24/11/2008 00:00,08/08/2013 00:00,"50.63.202.79","50.63.202.0","US","com",14,6,2,01/06/2012 00:00,01/06/2012 00:00
429,"printingcompaniesdir.com",145,-1,1,2,927,515,504,26/08/2009 00:00,10/08/2013 00:00,"67.222.24.221","67.222.24.0","US","com",12,1,2,20/09/2009 00:00,30/06/2013 00:00
430,"clipclip.org",28352,-1,1,2,7655307,7503696,1909430,21/01/2008 00:00,18/07/2013 00:00,"46.4.116.72","46.4.116.0","DE","org",36,21,2,08/11/2011 00:00,08/11/2011 00:00
431,"thecelebritynews.co.uk",386,-1,1,2,4533,193462,63179,09/09/2010 00:00,26/03/2013 00:00,"50.63.202.21","50.63.202.0","US","uk",9,9,2,18/11/2011 00:00,24/11/2011 00:00
432,"profirst.biz",3273,-1,1,2,45829,74638,27868,05/11/2010 00:00,10/08/2013 00:00,"58.215.65.40","58.215.65.0","CN","biz",32,8,2,17/03/2012 00:00,17/03/2012 00:00
433,"powinc.com",209,-1,1,2,942,714,339,16/01/2008 00:00,10/08/2013 00:00,"184.106.55.27","184.106.55.0","US","com",21,8,2,25/03/2012 00:00,25/03/2012 00:00
434,"linkbuzzer.co.uk",3621,-1,1,2,48940,178259,50767,19/08/2010 00:00,06/06/2012 00:00,"67.215.66.132","67.215.66.0","US","uk",12,5,2,23/11/2011 00:00,23/11/2011 00:00
435,"poweredwordpress.com",208,-1,1,2,2229,7415,199,07/08/2012 00:00,16/03/2013 00:00,"198.187.29.44","198.187.29.0","US","com",9,0,2,25/07/2012 00:00,25/07/2012 00:00
436,"betasigma.ca",967,-1,1,2,3344,38341,14964,27/01/2008 00:00,10/08/2013 00:00,"50.62.228.1","50.62.228.0","US","ca",12,2,2,08/03/2012 00:00,08/03/2012 00:00
437,"linktales.co.cc",3115,-1,1,2,39247,163887,38578,22/05/2010 00:00,17/09/2012 00:00,"72.215.225.9","72.215.225.0","US","cc",12,5,2,02/11/2011 00:00,02/11/2011 00:00
438,"pt10.ru",9179,-1,1,2,44650,48210,22837,12/10/2011 00:00,08/08/2013 00:00,"199.101.28.20","199.101.28.0","US","ru",36,9,2,25/08/2012 00:00,22/03/2013 00:00
439,"cochrist.org",10616,-1,1,2,126924,23918,8692,24/02/2008 00:00,27/07/2013 00:00,"63.247.82.210","63.247.82.0","US","org",24,15,2,22/08/2012 00:00,05/09/2012 00:00
440,"420forall.com",1945,-1,1,2,59910,83633,67153,10/07/2010 00:00,21/05/2013 00:00,"174.120.116.253","174.120.116.0","US","com",15,2,2,25/04/2013 00:00,25/04/2013 00:00
441,"news2ru.com",2251,-1,1,2,62219,807827,222576,09/11/2010 00:00,10/08/2013 00:00,"91.195.124.17","91.195.124.0","RU","com",21,6,2,16/04/2012 00:00,16/04/2012 00:00
442,"wildhogs.se",130,-1,1,2,23864,2225,1793,15/06/2012 00:00,10/08/2013 00:00,"46.30.211.53","46.30.211.0","DK","se",21,2,2,23/02/2013 00:00,11/06/2013 00:00
443,"arab2m.com",4007,-1,1,2,259862,604661,81981,29/03/2010 00:00,08/08/2013 00:00,"184.168.221.96","184.168.221.0","US","com",28,10,2,01/12/2011 00:00,23/12/2011 00:00
444,"phone-cell.co.cc",65,-1,1,2,761,5182,3186,08/04/2009 00:00,16/12/2011 00:00,"209.190.24.3","209.190.24.0","US","cc",5,0,2,23/11/2011 00:00,23/11/2011 00:00
445,"omeueverest.com",826,-1,1,2,28597,16051,1088,13/01/2008 00:00,10/08/2013 00:00,"187.1.133.32","187.1.133.0","BR","com",15,7,2,02/05/2012 00:00,02/05/2012 00:00
446,"alarabia-traveltours.com",752,-1,1,2,10577,273961,79865,17/09/2010 00:00,10/08/2013 00:00,"210.5.47.102","210.5.47.0","MY","com",18,2,2,27/05/2012 00:00,27/05/2012 00:00
447,"anythinglah.com",1009,-1,1,2,7923,6735,4908,13/05/2012 00:00,06/08/2013 00:00,"69.43.161.170","69.43.161.0","US","com",28,2,2,15/08/2012 00:00,19/10/2012 00:00
448,"panamacitycommercialproperties.com",578,-1,1,2,3264,7139,5827,11/02/2010 00:00,28/07/2013 00:00,"174.132.156.188","174.132.156.0","US","com",11,14,2,18/03/2013 00:00,18/03/2013 00:00
449,"alaraabi.com",2911,-1,1,2,46291,186421,62878,01/06/2009 00:00,31/07/2013 00:00,"72.167.131.154","72.167.131.0","US","com",24,3,2,16/03/2013 00:00,16/03/2013 00:00
450,"agronomoandaluz.com",2155,-1,1,2,12282,26800,8143,20/02/2008 00:00,09/08/2013 00:00,"188.165.222.222","188.165.222.0","FR","com",18,6,2,26/02/2012 00:00,10/03/2012 00:00
451,"aboutjiewu.com",46,-1,1,2,257,467,367,30/05/2012 00:00,08/08/2013 00:00,"97.74.47.1","97.74.47.0","US","com",12,20,2,01/12/2011 00:00,23/12/2011 00:00
452,"4cusa.com",118,-1,1,2,1865,669,135,02/02/2008 00:00,20/11/2008 00:00,"50.63.202.12","50.63.202.0","US","com",6,10,2,13/06/2009 00:00,13/06/2009 00:00
453,"pacocostas.com",8803,-1,1,2,585246,80914,46810,13/01/2008 00:00,31/07/2013 00:00,"174.120.171.156","174.120.171.0","US","com",29,15,2,29/02/2012 00:00,29/02/2012 00:00
454,"medicalmarijuanautah.org",196,-1,1,2,1178,5458,3971,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",26,7,2,14/07/2013 00:00,31/07/2013 00:00
455,"noticias24.com",22484,1231,1,1,1989481,964957,400087,10/01/2008 00:00,10/08/2013 00:00,"173.203.146.195","173.203.146.0","US","com",58,34,1,13/06/2012 00:00,13/06/2012 00:00
456,"local.com",106219,1554,1,1,4523176592,615023688,3184598,09/01/2008 00:00,10/08/2013 00:00,"93.184.219.20","93.184.219.0","US","com",59,55,1,17/10/2011 00:00,28/11/2011 00:00
457,"bearshare.com",38741,2481,1,1,3787385,753462,247679,18/01/2008 00:00,10/08/2013 00:00,"207.232.22.55","207.232.22.0","IL","com",45,34,1,07/06/2013 00:00,07/06/2013 00:00
458,"quantcast.com",532018,3126,1,1,2050274348,11532689,790057,04/02/2008 00:00,09/08/2013 00:00,"69.25.47.62","69.25.47.0","US","com",89,84,1,02/06/2013 00:00,02/06/2013 00:00
459,"yellowbook.com",575895,5240,1,1,99719647,94548067,2052762,09/01/2008 00:00,10/08/2013 00:00,"12.111.223.136","12.111.223.0","US","com",63,62,1,16/11/2012 00:00,16/11/2012 00:00
460,"salespider.com",24521,6430,1,1,2779012,8988012,1312021,09/01/2008 00:00,10/08/2013 00:00,"67.213.76.11","67.213.76.0","CA","com",55,49,1,08/02/2013 00:00,08/02/2013 00:00
461,"fsu.edu",237067,14896,1,1,43601706,4343588,1693491,09/01/2008 00:00,10/08/2013 00:00,"128.186.6.14","128.186.6.0","US","edu",67,77,1,31/01/2012 00:00,31/01/2012 00:00
462,"a1-webmarks.com",37777,15493,1,1,2583555,4943429,1346292,15/01/2008 00:00,10/08/2013 00:00,"5.9.120.209","5.9.120.0","DE","com",43,24,1,18/11/2011 00:00,31/12/2011 00:00
463,"crawler.com",17425,15565,1,1,8806621,9015789,1737649,09/01/2008 00:00,10/08/2013 00:00,"64.135.77.50","64.135.77.0","US","com",40,36,1,10/11/2010 00:00,27/01/2013 00:00
464,"agrieducation.org",6191,25644,1,1,283370,665880,187939,23/02/2011 00:00,10/08/2013 00:00,"50.63.124.1","50.63.124.0","US","org",29,17,1,29/06/2013 00:00,29/06/2013 00:00
465,"wordnewsonline.com",4057,25727,1,1,146571,1827075,695096,03/08/2009 00:00,01/06/2013 00:00,"108.162.197.52","108.162.197.0","US","com",21,25,1,25/04/2013 00:00,25/04/2013 00:00
466,"blogbookmark.com",16033,26667,1,1,4722367,3226551,669804,28/04/2008 00:00,10/08/2013 00:00,"108.162.204.23","108.162.204.0","US","com",29,13,1,01/12/2011 00:00,01/12/2011 00:00
467,"gaijinpot.com",18820,28634,1,1,9064528,6664742,1397814,15/01/2008 00:00,10/08/2013 00:00,"50.56.227.177","50.56.227.0","US","com",43,50,1,22/11/2011 00:00,15/12/2011 00:00
468,"lamula.pe",40881,28743,1,1,3545507,1911207,564634,10/07/2009 00:00,10/08/2013 00:00,"161.132.8.110","161.132.8.0","PE","pe",48,30,1,22/07/2012 00:00,22/07/2012 00:00
469,"dotpoch.com",9101,35768,1,1,244482,610730,151736,27/03/2011 00:00,30/07/2013 00:00,"108.162.199.103","108.162.199.0","US","com",33,13,1,22/04/2012 00:00,22/04/2012 00:00
470,"ebusinesspages.com",10232,38368,1,1,717590,3933772,244710,14/10/2011 00:00,10/08/2013 00:00,"204.45.29.244","204.45.29.0","US","com",38,24,1,14/07/2013 00:00,14/07/2013 00:00
471,"euroresidentes.es",27063,62645,1,1,4522658,108158,46610,27/01/2008 00:00,10/08/2013 00:00,"50.57.230.114","50.57.230.0","US","es",45,43,1,05/09/2012 00:00,21/12/2012 00:00
472,"espol.edu.ec",21232,63582,1,1,1194519,1462052,531813,24/01/2008 00:00,10/08/2013 00:00,"192.188.59.33","192.188.59.0","EC","ec",42,49,1,22/11/2011 00:00,22/11/2011 00:00
473,"umm.ac.id",14891,64874,1,1,425173,1592531,373999,29/01/2008 00:00,10/08/2013 00:00,"202.52.52.3","202.52.52.0","ID","id",35,24,1,10/07/2012 00:00,10/07/2012 00:00
474,"directorylist.me",1589,65767,1,1,300755,2618729,1014768,11/09/2009 00:00,10/08/2013 00:00,"66.147.240.191","66.147.240.0","US","me",28,13,1,16/06/2013 00:00,16/06/2013 00:00
475,"toateblogurile.ro",9196,71513,1,1,10466797,1215225,448287,27/02/2009 00:00,10/08/2013 00:00,"193.105.28.20","193.105.28.0","RO","ro",49,46,1,04/06/2013 00:00,04/06/2013 00:00
476,"bolalist.com",6616,73117,1,1,157883,140624,113093,18/01/2009 00:00,10/08/2013 00:00,"173.0.129.54","173.0.129.0","US","com",41,14,1,12/02/2012 00:00,06/05/2013 00:00
477,"iium.edu.my",7653,81537,1,1,555523,29725248,1222539,26/01/2008 00:00,10/08/2013 00:00,"210.48.222.10","210.48.222.0","MY","my",40,48,1,25/09/2012 00:00,21/02/2013 00:00
478,"uis.edu",60226,91802,1,1,11409392,387419,198006,14/01/2008 00:00,10/08/2013 00:00,"192.102.230.95","192.102.230.0","US","edu",52,58,1,30/12/2011 00:00,21/02/2013 00:00
479,"bizvotes.com",11009,96919,1,1,1822521,8645737,237800,10/06/2008 00:00,10/08/2013 00:00,"66.135.49.238","66.135.49.0","US","com",39,36,1,29/11/2012 00:00,29/11/2012 00:00
480,"thinktourism.com",3028,104656,1,1,227370,169218,57428,02/02/2008 00:00,10/08/2013 00:00,"198.58.93.28","198.58.93.0","US","com",27,6,1,11/08/2011 00:00,11/08/2011 00:00
481,"raovat.vn",10370,108452,1,1,791382,6743857,815039,24/01/2008 00:00,10/08/2013 00:00,"112.213.84.55","112.213.84.0","VN","vn",35,21,1,23/11/2011 00:00,03/02/2012 00:00
482,"therundown.tv",15512,113362,1,1,1891168,470864,284342,26/01/2008 00:00,10/08/2013 00:00,"184.173.77.31","184.173.77.0","US","tv",43,26,1,24/11/2011 00:00,24/11/2011 00:00
483,"sameip.org",920,115839,1,1,173682,176691,96828,07/12/2009 00:00,10/08/2013 00:00,"199.68.199.143","199.68.199.0","US","org",35,12,1,23/10/2012 00:00,21/03/2013 00:00
484,"nawsusa.info",15,121952,1,1,39,93855,27510,27/02/2013 00:00,09/08/2013 00:00,"96.44.132.183","96.44.132.0","US","info",8,0,1,25/04/2013 00:00,05/07/2013 00:00
485,"modxtoy.com",12000,131737,1,1,393076,3414874,619904,10/02/2008 00:00,10/08/2013 00:00,"210.1.61.198","210.1.61.0","TH","com",43,12,1,13/01/2013 00:00,13/01/2013 00:00
486,"camcorderinfo.com",28275,146804,1,1,5045611,2957030,837344,09/01/2008 00:00,10/08/2013 00:00,"107.21.216.90","107.21.216.0","US","com",48,51,1,04/06/2012 00:00,04/06/2012 00:00
487,"walah-m.com",5396,161193,1,1,381415,2100181,498600,29/01/2010 00:00,10/08/2013 00:00,"63.143.54.234","63.143.54.0","US","com",29,7,1,12/06/2012 00:00,12/06/2012 00:00
488,"qurkl.com",964,197808,1,1,16500,5005563,271360,20/06/2010 00:00,10/08/2013 00:00,"208.94.117.4","208.94.117.0","US","com",21,7,1,18/11/2011 00:00,10/01/2013 00:00
489,"xosothantai.com",3051,200729,1,1,2987842,2695270,343595,22/10/2009 00:00,10/08/2013 00:00,"118.69.198.252","118.69.198.0","VN","com",31,6,1,21/09/2011 00:00,01/11/2011 00:00
490,"tutorial-index.com",13623,203078,1,1,786494,205955,157741,10/01/2008 00:00,10/08/2013 00:00,"98.129.229.53","98.129.229.0","US","com",47,26,1,21/12/2011 00:00,21/12/2011 00:00
491,"gargalhando.com",2480,204794,1,1,1087653,37700,33756,08/11/2009 00:00,10/08/2013 00:00,"85.25.130.134","85.25.130.0","DE","com",39,17,1,06/12/2011 00:00,06/12/2011 00:00
492,"billstrickland.info",2788,206423,1,1,81805,419132,105317,03/06/2009 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","info",27,13,1,06/11/2011 00:00,06/11/2011 00:00
493,"submitlinks.us",1829,218533,1,1,183104,393961,73739,02/02/2009 00:00,10/08/2013 00:00,"67.20.83.144","67.20.83.0","US","us",15,21,1,10/05/2013 00:00,10/05/2013 00:00
494,"infoawl.com",5048,235638,1,1,186112,448189,118473,06/09/2010 00:00,28/01/2013 00:00,"184.168.221.69","184.168.221.0","US","com",13,12,1,01/08/2012 00:00,01/08/2012 00:00
495,"lshtm.ac.uk",26445,238728,1,1,1321774,8347974,1592656,13/01/2008 00:00,10/08/2013 00:00,"194.80.41.21","194.80.41.0","UK","uk",49,63,1,07/12/2011 00:00,01/09/2012 00:00
496,"moresiteslike.net",772,264803,1,1,34746,2638641,177623,16/03/2013 00:00,08/07/2013 00:00,"213.174.158.140","213.174.158.0","US","net",20,15,1,21/05/2013 00:00,21/05/2013 00:00
497,"relax-ptc.info",3577,271783,1,1,51696,80341,32880,10/03/2011 00:00,10/08/2013 00:00,"216.59.33.202","216.59.33.0","US","info",38,11,1,09/08/2013 00:00,09/08/2013 00:00
498,"dexpages.com",1418,290622,1,1,51382,131994,108002,19/01/2008 00:00,10/08/2013 00:00,"72.21.81.253","72.21.81.0","US","com",29,30,1,27/02/2013 00:00,03/05/2013 00:00
499,"k2skis.com",9231,317251,1,1,1606793,202046,108711,13/01/2008 00:00,10/08/2013 00:00,"107.20.151.182","107.20.151.0","US","com",45,55,1,08/05/2012 00:00,08/05/2012 00:00
500,"directorym.net",12016,409498,1,1,103967492,29567277,2075625,30/01/2008 00:00,10/08/2013 00:00,"62.154.232.138","62.154.232.0","DE","net",37,32,1,24/05/2013 00:00,24/05/2013 00:00
501,"beejive.com",14727,422666,1,1,204977,185644,56029,08/02/2008 00:00,10/08/2013 00:00,"66.211.105.23","66.211.105.0","US","com",45,34,1,31/05/2012 00:00,19/10/2012 00:00
502,"108digg.com",2164,445780,1,1,66521,1092095,373680,09/11/2009 00:00,10/08/2013 00:00,"27.254.33.136","27.254.33.0","TH","com",18,5,1,19/10/2011 00:00,19/10/2011 00:00
